article,best_identifier,repository,repository_re3data,repository_type,license_fuji,license_numbat,guid_scheme_fuji,fuji_percent,fuji_percent_f,fuji_percent_a,fuji_percent_i,fuji_percent_r,fuji_percent_f1,fuji_percent_f2,fuji_percent_f3,fuji_percent_f4,fuji_percent_a1,fuji_percent_i1,fuji_percent_i2,fuji_percent_i3,fuji_percent_r1,fuji_percent_r1_1,fuji_percent_r1_2,fuji_percent_r1_3,FsF-F1-01D,FsF-F1-02D,FsF-F2-01M,FsF-F3-01M,FsF-F4-01M,FsF-A1-01M,FsF-A1-02M,FsF-A1-03D,FsF-I1-01M,FsF-I2-01M,FsF-I3-01M,FsF-R1-01MD,FsF-R1.1-01M,FsF-R1.2-01M,FsF-R1.3-01M,FsF-R1.3-02D
10.1371/journal.pone.0259185,https://figshare.com/articles/dataset/Somatic_variants_of_candidate_driver_genes_in_MSH3-deficient_adenomas_/17094902,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.1371/journal.ppat.1009675,https://www.ncbi.nlm.nih.gov/nuccore/MT776952,NCBI Nucleotide,NCBI Nucleotide,field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1371/journal.ppat.1009675,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR9891693,SRA,Sequence Read Archive,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1371/journal.ppat.1009775,https://www.wwpdb.org/pdb?id=pdb_00006zue,wwPDB,Worldwide Protein Data Bank,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1371/journal.ppat.1009775,https://www.ebi.ac.uk/emdb/EMD-10611,EMDB,The Electron Microscopy Data Bank,field-specific repository,no license,NULL,url,22.92,35.71,33.33,0,20,50,25,0,50,33.33,0,0,0,25,0,50,0,100,0,25,0,50,0,100,0,0,0,0,25,0,50,0,0
10.1371/journal.ppat.1009775,https://www.ebi.ac.uk/pride/archive/projects/PXD020453,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.15252/embj.2020105123,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE160845,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.15252/embj.2020106094,https://www.ebi.ac.uk/pride/archive/projects/PXD018651,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.15252/embj.2020107238,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001673,Metabolomics Workbench,Metabolomics Workbench,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.15252/emmm.202013074,https://www.ebi.ac.uk/pride/archive/projects/PXD020175,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.15252/emmm.202013191,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE156544,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.15252/emmm.202013659,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE153105,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.15252/emmm.202114123,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE166555,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.15252/emmm.202114123,https://github.com/molsysbio/sccrc/tree/master/_data,GitHub,GitHub,general-purpose repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,50,0,100,0,25,0,50,0,100,0,0,0,0,0,0,50,0,0
10.1681/ASN.2020040490,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159978,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1681/ASN.2020101528,https://doi.org/10.5281/zenodo.4434363,Zenodo,Zenodo,general-purpose repository,CC BY,CC BY,doi,79.17,100,100,75,60,100,100,100,100,100,100,0,100,25,100,50,100,100,100,100,100,100,100,100,100,100,0,100,25,100,50,100,100
10.26508/lsa.202001002,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE153894,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.26508/lsa.202101099,https://www.ebi.ac.uk/pride/archive/projects/PXD024707,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3389/fbioe.2021.724791,https://doi.org/10.6084/m9.figshare.14778417,figshare,figshare,general-purpose repository,CC BY,CC BY,doi,75,100,66.67,75,60,100,100,100,100,66.67,100,0,100,25,100,50,100,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,100
10.3389/fcell.2021.751590,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE185854,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3389/fcimb.2021.622735,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR11498174,SRA,Sequence Read Archive,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3389/fgene.2020.562434,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE146284,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3389/fgene.2021.664654,https://github.com/hdsu-bioquant/irene-data,GitHub,GitHub,general-purpose repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,50,0,100,0,25,0,50,0,100,0,0,0,0,0,0,50,0,0
10.3389/fgene.2021.751033,https://figshare.com/articles/dataset/DataSheet1_A_Systematic_Review_of_Transcriptional_Dysregulation_in_Huntington_s_Disease_Studied_by_RNA_Sequencing_XLSX/16816798?backTo=/collections/A_Systematic_Review_of_Transcriptional_Dysregulation_in_Huntington_s_Disease_Studied_by_RNA_Sequencing/5663986,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.3389/fimmu.2020.569006,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR12678969,SRA,Sequence Read Archive,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3389/fimmu.2020.569006,https://figshare.com/articles/dataset/Table_2_Evidence_of_B_Cell_Clonality_and_Investigation_Into_Properties_of_the_IgM_in_Patients_With_Schnitzler_Syndrome_xlsx/13324736?backTo=/collections/Evidence_of_B_Cell_Clonality_and_Investigation_Into_Properties_of_the_IgM_in_Patients_With_Schnitzler_Syndrome/5227352,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.3389/fimmu.2020.606338,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR13009845,SRA,Sequence Read Archive,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3389/fimmu.2020.613496,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE124719,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3389/fimmu.2021.603649,https://figshare.com/articles/dataset/Table_1_Modulation_of_Liver_Inflammation_and_Fibrosis_by_Interleukin-37_XLSX/14160740?backTo=/collections/Modulation_of_Liver_Inflammation_and_Fibrosis_by_Interleukin-37/5326814,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.3389/fimmu.2021.775412,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182644,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3389/fmed.2021.664045,https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-9850/,ArrayExpress,ArrayExpress,field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,25,0,0,0,100,0,25,0,50,0,100,0,0,0,0,25,0,0,0,0
10.3389/fmicb.2021.662575,https://www.ebi.ac.uk/ena/browser/view/PRJEB42795?show=reads,ENA,European Nucleotide Archive,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3389/fmicb.2021.746795,https://www.ebi.ac.uk/pride/archive/projects/PXD024375,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3389/fmicb.2021.746795,https://figshare.com/articles/dataset/Data_Sheet_1_The_Effect_of_Allicin_on_the_Proteome_of_SARS-CoV-2_Infected_Calu-3_Cells_XLSX/16894696?backTo=/collections/The_Effect_of_Allicin_on_the_Proteome_of_SARS-CoV-2_Infected_Calu-3_Cells/5682514,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.3389/fmolb.2021.673044,https://www.ebi.ac.uk/pride/archive/projects/PXD023740/,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3389/fmolb.2021.673044,https://figshare.com/articles/dataset/Table1_Altered_Glycosylation_in_the_Aging_Heart_XLSX/14694453?backTo=/collections/Altered_Glycosylation_in_the_Aging_Heart/5442648,figshare,figshare,general-purpose repository,CC BY,CC BY,url,58.33,71.43,66.67,50,50,50,100,100,50,66.67,50,0,100,25,100,50,50,100,0,100,100,50,0,100,100,50,0,100,25,100,50,0,100
10.3389/fonc.2021.647737,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE155945,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3389/fonc.2021.684713,http://doi.org/10.5281/zenodo.4362503,Zenodo,Zenodo,general-purpose repository,CC BY,CC BY,doi,75,100,100,75,50,100,100,100,100,100,100,0,100,25,100,50,50,100,100,100,100,100,100,100,100,100,0,100,25,100,50,100,0
10.3389/fphar.2021.640572,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE88710,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3389/fphys.2021.638669,https://figshare.com/articles/dataset/EEG_resting_state_power_before_during_and_after_60_days_of_bed_rest/12148359?file=25963484,figshare,figshare,general-purpose repository,CC BY,CC BY,url,75,100,66.67,75,60,100,100,100,100,66.67,100,0,100,25,100,50,100,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,100
10.3389/fphys.2021.658707,http://doi.org/10.6084/m9.figshare.13633790,figshare,figshare,general-purpose repository,CC BY,CC BY,doi,75,100,66.67,75,60,100,100,100,100,66.67,100,0,100,25,100,50,100,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,100
10.3389/fphys.2021.749709,https://figshare.com/articles/dataset/raw_data_of_Aging_Affects_KV7_Channels_and_Perivascular_Adipose_Tissue-Mediated_Vascular_Tone/16920589,figshare,figshare,general-purpose repository,CC BY,CC BY,url,75,100,66.67,75,60,100,100,100,100,66.67,100,0,100,25,100,50,100,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,100
10.3389/fpsyg.2021.581681,https://osf.io/e8tg5/,OSF,Open Science Framework,general-purpose repository,CC BY,CC BY,url,33.33,57.14,33.33,0,30,50,100,0,50,33.33,0,0,0,25,50,50,0,100,0,100,0,50,0,100,0,0,0,0,25,50,50,0,0
10.3389/fpsyg.2021.672301,https://osf.io/qgntp/,OSF,Open Science Framework,general-purpose repository,no license,CC BY,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1093/bioinformatics/btab238,https://data.4dnucleome.org/files-processed/4DNFIJRX16EK/#file-overview,4D Nucleome Consortium data portal,4D Nucleome Consortium data portal,field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.3390/biomedicines9070819,https://www.ebi.ac.uk/ena/browser/view/PRJEB44908?show=reads,ENA,European Nucleotide Archive,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3390/biomedicines9070819,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=ERR5917174,SRA,Sequence Read Archive,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3390/cancers13051097,https://www.ebi.ac.uk/pride/archive/projects/PXD018230,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3390/cancers13225680,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE111079,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3390/cancers13235978,https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-9701/,ArrayExpress,ArrayExpress,field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,25,0,0,0,100,0,25,0,50,0,100,0,0,0,0,25,0,0,0,0
10.3390/cells10123293,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178468,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3390/genes12081236,https://www.ncbi.nlm.nih.gov/nuccore/MZ474965.1,NCBI Nucleotide,NCBI Nucleotide,field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.3390/genes12081236,https://www.ncbi.nlm.nih.gov/Traces/wgs/JAIEZW01?display=contigs,NCBI Trace Archive,NCBI Trace Archive,field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.3390/genes12081236,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR15177978,SRA,Sequence Read Archive,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3390/genes12081236,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR15177977,SRA,Sequence Read Archive,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3390/ijerph18179218,https://doi.org/10.6084/m9.figshare.14975286.v1,figshare,figshare,general-purpose repository,CC BY,CC BY,doi,75,100,66.67,75,60,100,100,100,100,66.67,100,0,100,25,100,50,100,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,100
10.3390/ijms22010462,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163168,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3390/ijms22010462,https://doi.org/doi:10.25345/C5NN4G,MassIVE,Mass Spectrometry Interactive Virtual Environment,field-specific repository,no license,CC0,url,33.33,57.14,33.33,25,20,100,50,0,50,33.33,50,0,0,25,0,50,0,100,100,50,0,50,0,100,0,50,0,0,25,0,50,0,0
10.3390/ijms22052732,https://www.ncbi.nlm.nih.gov/protein/NP_849148.2/,NCBI Protein,NCBI Protein,field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.3390/ijms22116046,http://doi.org/10.5281/zenodo.4884946,Zenodo,Zenodo,general-purpose repository,CC BY,CC BY,doi,66.67,85.71,66.67,75,50,100,100,0,100,66.67,100,0,100,25,100,50,50,100,100,100,0,100,100,100,0,100,0,100,25,100,50,100,0
10.3390/ijms222112031,http://doi.org/10.5281/zenodo.5524539,Zenodo,Zenodo,general-purpose repository,CC BY,CC BY,doi,83.33,100,100,100,60,100,100,100,100,100,100,100,100,25,100,50,100,100,100,100,100,100,100,100,100,100,100,100,25,100,50,100,100
10.3390/jpm11080691,https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR19746232&display=metadata,NCBI Sequence Read Archive,NCBI Sequence Read Archive,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3390/toxins13080520,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169213,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.3390/v13071258,https://www.ncbi.nlm.nih.gov/nuccore/mw822235,NCBI Nucleotide,NCBI Nucleotide,field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1002/14651858.CD015045,https://doi.org/10.5281/zenodo.5377507,Zenodo,Zenodo,general-purpose repository,CC BY,CC BY,doi,75,100,100,75,50,100,100,100,100,100,100,0,100,25,100,50,50,100,100,100,100,100,100,100,100,100,0,100,25,100,50,100,0
10.1002/mrm.28885,https://doi.org/10.17605/OSF.IO/NGHFS,OSF,Open Science Framework,general-purpose repository,no license,NULL,doi,37.5,71.43,33.33,25,20,100,50,0,100,33.33,50,0,0,25,0,50,0,100,100,50,0,100,0,100,0,50,0,0,25,0,50,0,0
10.1002/path.5808,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178416,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1002/path.5845,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171994,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1007/s00247-021-05109-5,https://doi.org/10.5281/zenodo.4906565,Zenodo,Zenodo,general-purpose repository,CC BY,CC BY,doi,75,85.71,100,75,60,100,50,100,100,100,100,0,100,25,100,50,100,100,100,50,100,100,100,100,100,100,0,100,25,100,50,100,100
10.1007/s00381-021-05244-2,https://doi.org/10.6084/m9.figshare.13653269,figshare,figshare,general-purpose repository,CC BY,CC BY,doi,70.83,100,66.67,75,50,100,100,100,100,66.67,100,0,100,25,100,50,50,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,0
10.1093/bioinformatics/btab238,https://data.4dnucleome.org/files-fastq/4DNFI1F6ZLAO/,4D Nucleome Consortium data portal,4D Nucleome Consortium data portal,field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1038/s42003-021-02847-y,https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR14197386&display=data-access,SRA,Sequence Read Archive,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1038/s42003-021-02664-3,https://doi.org/10.5281/zenodo.5235706,Zenodo,Zenodo,general-purpose repository,CC BY,CC BY,doi,75,100,100,75,50,100,100,100,100,100,100,0,100,25,100,50,50,100,100,100,100,100,100,100,100,100,0,100,25,100,50,100,0
10.1038/s41598-021-95645-9,https://osf.io/qakbv/,OSF,Open Science Framework,general-purpose repository,no license,NULL,url,25,42.86,33.33,0,20,50,50,0,50,33.33,0,0,0,25,0,50,0,100,0,50,0,50,0,100,0,0,0,0,25,0,50,0,0
10.1038/s41598-021-92054-w,https://dx.doi.org/10.17617/3.64,Edmond,Edmond,general-purpose repository,CC BY,CC BY,doi,60.42,92.86,33.33,75,40,100,100,50,100,33.33,100,0,100,25,100,50,0,100,100,100,50,100,0,100,0,100,0,100,25,100,50,0,0
10.1038/s41598-021-85027-6,https://osf.io/3jq76?view_only=917a4a545f144ddd948c4ae6a3bcb2e5,OSF,Open Science Framework,general-purpose repository,no license,CC BY,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1038/s41598-021-02162-w,https://osf.io/kyr8v/,OSF,Open Science Framework,general-purpose repository,CC BY,CC BY,url,29.17,42.86,33.33,0,30,50,50,0,50,33.33,0,0,0,25,50,50,0,100,0,50,0,50,0,100,0,0,0,0,25,50,50,0,0
10.1038/s41598-020-80408-9,https://doi.org/10.5281/zenodo.3876271,Zenodo,Zenodo,general-purpose repository,CC BY,CC BY,doi,79.17,100,100,75,60,100,100,100,100,100,100,0,100,25,100,50,100,100,100,100,100,100,100,100,100,100,0,100,25,100,50,100,100
10.1038/s41597-021-00913-y,https://doi.org/10.6084/m9.figshare.13298012.v1,figshare,figshare,general-purpose repository,other license,CC0,doi,75,100,66.67,75,60,100,100,100,100,66.67,100,0,100,25,100,50,100,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,100
10.1038/s41593-021-00839-z,https://doi.org/10.6084/m9.figshare.14035935,figshare,figshare,general-purpose repository,CC BY,CC BY,doi,79.17,100,66.67,100,60,100,100,100,100,66.67,100,100,100,25,100,50,100,100,100,100,100,100,0,100,100,100,100,100,25,100,50,100,100
10.1038/s41590-021-01059-0,https://doi.org/10.6084/m9.figshare.14780127.v1,figshare,figshare,general-purpose repository,CC BY,CC BY,doi,70.83,100,66.67,75,50,100,100,100,100,66.67,100,0,100,25,100,50,50,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,0
10.1038/s41590-021-01029-6,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE161441,GEO,Gene Expression Omnibus,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1038/s41588-020-00751-5,https://www.ebi.ac.uk/gwas/studies/GCST90010722,GWAS,GWAS,field-specific repository,no license,NULL,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
10.1038/s41587-021-01037-9,https://doi.org/10.6084/m9.figshare.14938755,figshare,figshare,general-purpose repository,CC BY,CC BY,doi,70.83,100,66.67,75,50,100,100,100,100,66.67,100,0,100,25,100,50,50,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,0
10.1038/s41587-021-00860-4,https://www.ebi.ac.uk/pride/archive/projects/PXD023613,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,14.58,35.71,33.33,0,0,50,25,0,50,33.33,0,0,0,0,0,0,0,100,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0
