city,ncts
Duisburg,NCT01635634
Duisburg,NCT01669109
Duisburg,NCT01686737
Duisburg,NCT01703273
Duisburg,NCT01703819
Duisburg,NCT01703832
Duisburg,NCT01704586
Duisburg,NCT01735513
Duisburg,NCT01742767
Duisburg,NCT01788189
Duisburg,NCT01908270
Duisburg,NCT01956708
Duisburg,NCT01981915
Duisburg,NCT01983748
Duisburg,NCT02007005
Duisburg,NCT02007811
Duisburg,NCT02010957
Duisburg,NCT02027792
Duisburg,NCT02038244
Duisburg,NCT02043600
Duisburg,NCT02080299
Duisburg,NCT02099968
Duisburg,NCT02106572
Duisburg,NCT02135926
Duisburg,NCT02185703
Duisburg,NCT02196961
Duisburg,NCT02209480
Duisburg,NCT02212015
Duisburg,NCT02222051
Duisburg,NCT02276404
Duisburg,NCT02304913
Duisburg,NCT02308553
Duisburg,NCT02334813
Duisburg,NCT02373995
Duisburg,NCT02378844
Duisburg,NCT02396706
Duisburg,NCT02404844
Duisburg,NCT02410863
Duisburg,NCT02420145
Duisburg,NCT02435056
Duisburg,NCT02476370
Duisburg,NCT02481271
Duisburg,NCT02487368
Duisburg,NCT02488694
Duisburg,NCT02523313
Duisburg,NCT02541357
Duisburg,NCT02544360
Duisburg,NCT02615860
Duisburg,NCT02651766
Duisburg,NCT02669576
Duisburg,NCT02721823
Duisburg,NCT02721836
Duisburg,NCT02721849
Duisburg,NCT02727140
Duisburg,NCT02775175
Duisburg,NCT02847260
Duisburg,NCT02902029
Duisburg,NCT02902042
Duisburg,NCT03000751
Duisburg,NCT03013946
Duisburg,NCT03114189
Duisburg,NCT03141229
Duisburg,NCT03171389
Duisburg,NCT03178227
Duisburg,NCT03232645
Duisburg,NCT03278665
Duisburg,NCT03331224
Duisburg,NCT03333213
Duisburg,NCT03482752
Duisburg,NCT03518697
Duisburg,NCT03528824
Duisburg,NCT03561025
Duisburg,NCT03683550
Duisburg,NCT03700905
Duisburg,NCT03727568
Duisburg,NCT03735992
Duisburg,NCT03748121
Duisburg,NCT03781284
Duisburg,NCT03811925
Duisburg,NCT03868865
Düsseldorf,NCT00124436
Düsseldorf,NCT00124475
Düsseldorf,NCT00159120
Düsseldorf,NCT00159133
Düsseldorf,NCT00169728
Düsseldorf,NCT00281515
Düsseldorf,NCT00368264
Düsseldorf,NCT00419081
Düsseldorf,NCT00496457
Düsseldorf,NCT00579657
Düsseldorf,NCT00618280
Düsseldorf,NCT00618293
Düsseldorf,NCT00618384
Düsseldorf,NCT00630747
Düsseldorf,NCT00701662
Düsseldorf,NCT00704002
Düsseldorf,NCT00751959
Düsseldorf,NCT00764192
Düsseldorf,NCT00771797
Düsseldorf,NCT00791141
Düsseldorf,NCT00795548
Düsseldorf,NCT00795964
Düsseldorf,NCT00798525
Düsseldorf,NCT00847444
Düsseldorf,NCT00893685
Düsseldorf,NCT00902889
Düsseldorf,NCT00933374
Düsseldorf,NCT00977132
Düsseldorf,NCT00979745
Düsseldorf,NCT01009138
Düsseldorf,NCT01043419
Düsseldorf,NCT01064583
Düsseldorf,NCT01081431
Düsseldorf,NCT01145092
Düsseldorf,NCT01250106
Düsseldorf,NCT01259739
Düsseldorf,NCT01262521
Düsseldorf,NCT01343459
Düsseldorf,NCT01412320
Düsseldorf,NCT01441986
Düsseldorf,NCT01455675
Düsseldorf,NCT01465594
Düsseldorf,NCT01472328
Düsseldorf,NCT01477957
Düsseldorf,NCT01540344
Düsseldorf,NCT01553838
Düsseldorf,NCT01570660
Düsseldorf,NCT01608984
Düsseldorf,NCT01609153
Düsseldorf,NCT01619111
Düsseldorf,NCT01639781
Düsseldorf,NCT01655368
Düsseldorf,NCT01729234
Düsseldorf,NCT01755871
Düsseldorf,NCT01769105
Düsseldorf,NCT01792804
Düsseldorf,NCT01799005
Düsseldorf,NCT01812291
Düsseldorf,NCT01812616
Düsseldorf,NCT01893190
Düsseldorf,NCT01901458
Düsseldorf,NCT01921972
Düsseldorf,NCT02010957
Düsseldorf,NCT02035813
Düsseldorf,NCT02039648
Düsseldorf,NCT02147223
Düsseldorf,NCT02149238
Düsseldorf,NCT02150473
Düsseldorf,NCT02220517
Düsseldorf,NCT02281643
Düsseldorf,NCT02282176
Düsseldorf,NCT02394002
Düsseldorf,NCT02405130
Düsseldorf,NCT02450266
Düsseldorf,NCT02472691
Düsseldorf,NCT02517775
Düsseldorf,NCT02517801
Düsseldorf,NCT02520830
Düsseldorf,NCT02535884
Düsseldorf,NCT02678858
Düsseldorf,NCT02682758
Düsseldorf,NCT02728466
Düsseldorf,NCT02734901
Düsseldorf,NCT02764749
Düsseldorf,NCT02797626
Düsseldorf,NCT02820675
Düsseldorf,NCT02887651
Düsseldorf,NCT02896361
Düsseldorf,NCT02989610
Düsseldorf,NCT03017183
Düsseldorf,NCT03074721
Düsseldorf,NCT03118791
Düsseldorf,NCT03149107
Düsseldorf,NCT03173365
Düsseldorf,NCT03226587
Düsseldorf,NCT03386357
Düsseldorf,NCT03395587
Düsseldorf,NCT03426657
Düsseldorf,NCT03466112
Düsseldorf,NCT03488823
Düsseldorf,NCT03682146
Düsseldorf,NCT03835494
Erlangen,NCT00056134
Erlangen,NCT00074230
Erlangen,NCT00136188
Erlangen,NCT00137124
Erlangen,NCT00138944
Erlangen,NCT00150839
Erlangen,NCT00152698
Erlangen,NCT00200005
Erlangen,NCT00267839
Erlangen,NCT00275106
Erlangen,NCT00284687
Erlangen,NCT00317408
Erlangen,NCT00324779
Erlangen,NCT00328393
Erlangen,NCT00335543
Erlangen,NCT00349076
Erlangen,NCT00368264
Erlangen,NCT00370058
Erlangen,NCT00370500
Erlangen,NCT00392184
Erlangen,NCT00452192
Erlangen,NCT00456092
Erlangen,NCT00488124
Erlangen,NCT00625222
Erlangen,NCT00627952
Erlangen,NCT00663104
Erlangen,NCT00663455
Erlangen,NCT00667667
Erlangen,NCT00724022
Erlangen,NCT00746720
Erlangen,NCT00776191
Erlangen,NCT00783159
Erlangen,NCT00819572
Erlangen,NCT00823290
Erlangen,NCT00865501
Erlangen,NCT00877019
Erlangen,NCT00892892
Erlangen,NCT00996463
Erlangen,NCT01025167
Erlangen,NCT01032252
Erlangen,NCT01041950
Erlangen,NCT01047254
Erlangen,NCT01048411
Erlangen,NCT01058369
Erlangen,NCT01070849
Erlangen,NCT01126216
Erlangen,NCT01175694
Erlangen,NCT01176214
Erlangen,NCT01178437
Erlangen,NCT01200472
Erlangen,NCT01221246
Erlangen,NCT01234389
Erlangen,NCT01275508
Erlangen,NCT01296776
Erlangen,NCT01318395
Erlangen,NCT01319344
Erlangen,NCT01319357
Erlangen,NCT01330485
Erlangen,NCT01405235
Erlangen,NCT01406730
Erlangen,NCT01409876
Erlangen,NCT01448213
Erlangen,NCT01490268
Erlangen,NCT01522365
Erlangen,NCT01581450
Erlangen,NCT01586702
Erlangen,NCT01653067
Erlangen,NCT01666639
Erlangen,NCT01669382
Erlangen,NCT01716949
Erlangen,NCT01766791
Erlangen,NCT01812616
Erlangen,NCT01827553
Erlangen,NCT01833312
Erlangen,NCT01835678
Erlangen,NCT01849484
Erlangen,NCT01849510
Erlangen,NCT01856244
Erlangen,NCT01859416
Erlangen,NCT01864265
Erlangen,NCT01921972
Erlangen,NCT01983748
Erlangen,NCT02007811
Erlangen,NCT02029885
Erlangen,NCT02035709
Erlangen,NCT02056951
Erlangen,NCT02078986
Erlangen,NCT02129439
Erlangen,NCT02135926
Erlangen,NCT02144129
Erlangen,NCT02181192
Erlangen,NCT02227641
Erlangen,NCT02293239
Erlangen,NCT02356016
Erlangen,NCT02358564
Erlangen,NCT02369939
Erlangen,NCT02383238
Erlangen,NCT02389660
Erlangen,NCT02391051
Erlangen,NCT02471963
Erlangen,NCT02478944
Erlangen,NCT02483221
Erlangen,NCT02483234
Erlangen,NCT02509273
Erlangen,NCT02528955
Erlangen,NCT02529358
Erlangen,NCT02590575
Erlangen,NCT02622139
Erlangen,NCT02684656
Erlangen,NCT02701166
Erlangen,NCT02734550
Erlangen,NCT02746549
Erlangen,NCT02752113
Erlangen,NCT02771652
Erlangen,NCT02775838
Erlangen,NCT02778906
Erlangen,NCT02779114
Erlangen,NCT02783456
Erlangen,NCT02834559
Erlangen,NCT02857660
Erlangen,NCT02925377
Erlangen,NCT02966561
Erlangen,NCT02976558
Erlangen,NCT02992236
Erlangen,NCT02999945
Erlangen,NCT03012750
Erlangen,NCT03128528
Erlangen,NCT03151252
Erlangen,NCT03151291
Erlangen,NCT03172533
Erlangen,NCT03178669
Erlangen,NCT03215628
Erlangen,NCT03238066
Erlangen,NCT03238378
Erlangen,NCT03245216
Erlangen,NCT03249519
Erlangen,NCT03268720
Erlangen,NCT03274349
Erlangen,NCT03274388
Erlangen,NCT03289819
Erlangen,NCT03306056
Erlangen,NCT03306069
Erlangen,NCT03362359
Erlangen,NCT03384758
Erlangen,NCT03386357
Erlangen,NCT03411278
Erlangen,NCT03417323
Erlangen,NCT03426657
Erlangen,NCT03453463
Erlangen,NCT03455010
Erlangen,NCT03490214
Erlangen,NCT03513159
Erlangen,NCT03525223
Erlangen,NCT03540784
Erlangen,NCT03548974
Erlangen,NCT03551990
Erlangen,NCT03556748
Erlangen,NCT03561610
Erlangen,NCT03570242
Erlangen,NCT03575130
Erlangen,NCT03626831
Erlangen,NCT03661489
Erlangen,NCT03701789
Erlangen,NCT03710447
Erlangen,NCT03711071
Erlangen,NCT03717493
Erlangen,NCT03746977
Erlangen,NCT03750097
Erlangen,NCT03780751
Frankfurt,NCT00125606
Frankfurt,NCT00130858
Frankfurt,NCT00198978
Frankfurt,NCT00198991
Frankfurt,NCT00199004
Frankfurt,NCT00199017
Frankfurt,NCT00199043
Frankfurt,NCT00199082
Frankfurt,NCT00256152
Frankfurt,NCT00262119
Frankfurt,NCT00282646
Frankfurt,NCT00284713
Frankfurt,NCT00326989
Frankfurt,NCT00373373
Frankfurt,NCT00441415
Frankfurt,NCT00456092
Frankfurt,NCT00473486
Frankfurt,NCT00503659
Frankfurt,NCT00519740
Frankfurt,NCT00543686
Frankfurt,NCT00544765
Frankfurt,NCT00575146
Frankfurt,NCT00668759
Frankfurt,NCT00677209
Frankfurt,NCT00684619
Frankfurt,NCT00687050
Frankfurt,NCT00699361
Frankfurt,NCT00711542
Frankfurt,NCT00742859
Frankfurt,NCT00744081
Frankfurt,NCT00748202
Frankfurt,NCT00802906
Frankfurt,NCT00805064
Frankfurt,NCT00805649
Frankfurt,NCT00806169
Frankfurt,NCT00836641
Frankfurt,NCT00838045
Frankfurt,NCT00849615
Frankfurt,NCT00876031
Frankfurt,NCT00882622
Frankfurt,NCT00918619
Frankfurt,NCT00927134
Frankfurt,NCT00932724
Frankfurt,NCT00936234
Frankfurt,NCT00945126
Frankfurt,NCT00976859
Frankfurt,NCT00977340
Frankfurt,NCT00997841
Frankfurt,NCT01017172
Frankfurt,NCT01030666
Frankfurt,NCT01045746
Frankfurt,NCT01052623
Frankfurt,NCT01067703
Frankfurt,NCT01081093
Frankfurt,NCT01081574
Frankfurt,NCT01105078
Frankfurt,NCT01119469
Frankfurt,NCT01134757
Frankfurt,NCT01138540
Frankfurt,NCT01170988
Frankfurt,NCT01171339
Frankfurt,NCT01186510
Frankfurt,NCT01200420
Frankfurt,NCT01207388
Frankfurt,NCT01216644
Frankfurt,NCT01244958
Frankfurt,NCT01247051
Frankfurt,NCT01248403
Frankfurt,NCT01251809
Frankfurt,NCT01279577
Frankfurt,NCT01306903
Frankfurt,NCT01382680
Frankfurt,NCT01386619
Frankfurt,NCT01388231
Frankfurt,NCT01393067
Frankfurt,NCT01394692
Frankfurt,NCT01400360
Frankfurt,NCT01447758
Frankfurt,NCT01448798
Frankfurt,NCT01451268
Frankfurt,NCT01466179
Frankfurt,NCT01510080
Frankfurt,NCT01515852
Frankfurt,NCT01528085
Frankfurt,NCT01543243
Frankfurt,NCT01543802
Frankfurt,NCT01564004
Frankfurt,NCT01567241
Frankfurt,NCT01567267
Frankfurt,NCT01569412
Frankfurt,NCT01575704
Frankfurt,NCT01609946
Frankfurt,NCT01611116
Frankfurt,NCT01615172
Frankfurt,NCT01638793
Frankfurt,NCT01638832
Frankfurt,NCT01653067
Frankfurt,NCT01693042
Frankfurt,NCT01713790
Frankfurt,NCT01716923
Frankfurt,NCT01724879
Frankfurt,NCT01754350
Frankfurt,NCT01756118
Frankfurt,NCT01783639
Frankfurt,NCT01796119
Frankfurt,NCT01798771
Frankfurt,NCT01826123
Frankfurt,NCT01841476
Frankfurt,NCT01855685
Frankfurt,NCT01870271
Frankfurt,NCT01906541
Frankfurt,NCT01921972
Frankfurt,NCT01949129
Frankfurt,NCT01986517
Frankfurt,NCT01997424
Frankfurt,NCT02026492
Frankfurt,NCT02034279
Frankfurt,NCT02081053
Frankfurt,NCT02102919
Frankfurt,NCT02142231
Frankfurt,NCT02153372
Frankfurt,NCT02172976
Frankfurt,NCT02206854
Frankfurt,NCT02216266
Frankfurt,NCT02284256
Frankfurt,NCT02285348
Frankfurt,NCT02343029
Frankfurt,NCT02345135
Frankfurt,NCT02345200
Frankfurt,NCT02363374
Frankfurt,NCT02410096
Frankfurt,NCT02415517
Frankfurt,NCT02506322
Frankfurt,NCT02544360
Frankfurt,NCT02548208
Frankfurt,NCT02557113
Frankfurt,NCT02564081
Frankfurt,NCT02578368
Frankfurt,NCT02590575
Frankfurt,NCT02594345
Frankfurt,NCT02609412
Frankfurt,NCT02656823
Frankfurt,NCT02661971
Frankfurt,NCT02670564
Frankfurt,NCT02677129
Frankfurt,NCT02682420
Frankfurt,NCT02694926
Frankfurt,NCT02705456
Frankfurt,NCT02716389
Frankfurt,NCT02727452
Frankfurt,NCT02746692
Frankfurt,NCT02752243
Frankfurt,NCT02766972
Frankfurt,NCT02803177
Frankfurt,NCT02810535
Frankfurt,NCT02842892
Frankfurt,NCT02870972
Frankfurt,NCT02881086
Frankfurt,NCT02919527
Frankfurt,NCT03045198
Frankfurt,NCT03063008
Frankfurt,NCT03075423
Frankfurt,NCT03109093
Frankfurt,NCT03188796
Frankfurt,NCT03202329
Frankfurt,NCT03252938
Frankfurt,NCT03331159
Frankfurt,NCT03357978
Frankfurt,NCT03369210
Frankfurt,NCT03371810
Frankfurt,NCT03383978
Frankfurt,NCT03395925
Frankfurt,NCT03399383
Frankfurt,NCT03403946
Frankfurt,NCT03423576
Frankfurt,NCT03426657
Frankfurt,NCT03430336
Frankfurt,NCT03460522
Frankfurt,NCT03480438
Frankfurt,NCT03563677
Frankfurt,NCT03619291
Frankfurt,NCT03638700
Frankfurt,NCT03649399
Frankfurt,NCT03763214
Frankfurt,NCT03763617
Frankfurt,NCT03817957
Freiburg,NCT00043134
Freiburg,NCT00062231
Freiburg,NCT00130546
Freiburg,NCT00204659
Freiburg,NCT00206011
Freiburg,NCT00232830
Freiburg,NCT00273624
Freiburg,NCT00276978
Freiburg,NCT00314067
Freiburg,NCT00405873
Freiburg,NCT00437385
Freiburg,NCT00477620
Freiburg,NCT00493909
Freiburg,NCT00525811
Freiburg,NCT00533221
Freiburg,NCT00542048
Freiburg,NCT00567801
Freiburg,NCT00626717
Freiburg,NCT00647049
Freiburg,NCT00655343
Freiburg,NCT00662428
Freiburg,NCT00676429
Freiburg,NCT00697333
Freiburg,NCT00705965
Freiburg,NCT00724022
Freiburg,NCT00772161
Freiburg,NCT00810472
Freiburg,NCT00826475
Freiburg,NCT00837564
Freiburg,NCT00844220
Freiburg,NCT00856505
Freiburg,NCT00866073
Freiburg,NCT00866255
Freiburg,NCT00866541
Freiburg,NCT00867672
Freiburg,NCT00920504
Freiburg,NCT00946049
Freiburg,NCT00961181
Freiburg,NCT00963261
Freiburg,NCT00970437
Freiburg,NCT00989352
Freiburg,NCT01011920
Freiburg,NCT01015469
Freiburg,NCT01027884
Freiburg,NCT01041950
Freiburg,NCT01047254
Freiburg,NCT01065025
Freiburg,NCT01066299
Freiburg,NCT01135745
Freiburg,NCT01216605
Freiburg,NCT01237756
Freiburg,NCT01243658
Freiburg,NCT01248910
Freiburg,NCT01252459
Freiburg,NCT01288066
Freiburg,NCT01294241
Freiburg,NCT01329237
Freiburg,NCT01378702
Freiburg,NCT01378845
Freiburg,NCT01384058
Freiburg,NCT01394354
Freiburg,NCT01571895
Freiburg,NCT01593540
Freiburg,NCT01603407
Freiburg,NCT01610505
Freiburg,NCT01653067
Freiburg,NCT01679990
Freiburg,NCT01690572
Freiburg,NCT01702012
Freiburg,NCT01711931
Freiburg,NCT01763294
Freiburg,NCT01763476
Freiburg,NCT01778790
Freiburg,NCT01789918
Freiburg,NCT01795521
Freiburg,NCT01853384
Freiburg,NCT01867736
Freiburg,NCT01898390
Freiburg,NCT01900327
Freiburg,NCT01921972
Freiburg,NCT01924962
Freiburg,NCT01962571
Freiburg,NCT01967355
Freiburg,NCT02042092
Freiburg,NCT02088645
Freiburg,NCT02134457
Freiburg,NCT02135926
Freiburg,NCT02163863
Freiburg,NCT02172872
Freiburg,NCT02174445
Freiburg,NCT02262949
Freiburg,NCT02277977
Freiburg,NCT02288468
Freiburg,NCT02330926
Freiburg,NCT02342366
Freiburg,NCT02369848
Freiburg,NCT02396628
Freiburg,NCT02484339
Freiburg,NCT02488668
Freiburg,NCT02491554
Freiburg,NCT02493842
Freiburg,NCT02503293
Freiburg,NCT02506608
Freiburg,NCT02509286
Freiburg,NCT02531841
Freiburg,NCT02544360
Freiburg,NCT02569125
Freiburg,NCT02569918
Freiburg,NCT02589080
Freiburg,NCT02610764
Freiburg,NCT02633449
Freiburg,NCT02655276
Freiburg,NCT02655289
Freiburg,NCT02673905
Freiburg,NCT02704819
Freiburg,NCT02717884
Freiburg,NCT02796495
Freiburg,NCT02930525
Freiburg,NCT02936622
Freiburg,NCT02941224
Freiburg,NCT03032718
Freiburg,NCT03079960
Freiburg,NCT03080792
Freiburg,NCT03086135
Freiburg,NCT03127020
Freiburg,NCT03197090
Freiburg,NCT03246659
Freiburg,NCT03271710
Freiburg,NCT03331224
Freiburg,NCT03350061
Freiburg,NCT03362359
Freiburg,NCT03638115
Freiburg,NCT03647657
Freiburg,NCT03653858
Freiburg,NCT03685383
Freiburg,NCT03717493
Giessen,NCT00074906
Giessen,NCT00160966
Giessen,NCT00444093
Giessen,NCT00462007
Giessen,NCT00525291
Giessen,NCT00543049
Giessen,NCT00545441
Giessen,NCT00572507
Giessen,NCT00615264
Giessen,NCT00642928
Giessen,NCT00877214
Giessen,NCT00921024
Giessen,NCT00949065
Giessen,NCT00991211
Giessen,NCT01009138
Giessen,NCT01084382
Giessen,NCT01088750
Giessen,NCT01103284
Giessen,NCT01128751
Giessen,NCT01136395
Giessen,NCT01146821
Giessen,NCT01209377
Giessen,NCT01377558
Giessen,NCT01393275
Giessen,NCT01431118
Giessen,NCT01456351
Giessen,NCT01468194
Giessen,NCT01668485
Giessen,NCT01672216
Giessen,NCT01812291
Giessen,NCT01900067
Giessen,NCT01908855
Giessen,NCT01912469
Giessen,NCT01921777
Giessen,NCT01928433
Giessen,NCT01950130
Giessen,NCT02079311
Giessen,NCT02151812
Giessen,NCT02157181
Giessen,NCT02505711
Giessen,NCT02544360
Giessen,NCT02554318
Giessen,NCT02595060
Giessen,NCT02639520
Giessen,NCT02684708
Giessen,NCT02697409
Giessen,NCT02725021
Giessen,NCT02731547
Giessen,NCT02737150
Giessen,NCT02791282
Giessen,NCT02797717
Giessen,NCT03021525
Giessen,NCT03178227
Giessen,NCT03178240
Giessen,NCT03362047
Giessen,NCT03365479
Giessen,NCT03388476
Giessen,NCT03403868
Giessen,NCT03431571
Giessen,NCT03663270
Giessen,NCT03691441
Giessen,NCT03753841
Giessen,NCT03816410
Göttingen,NCT00159120
Göttingen,NCT00159133
Göttingen,NCT00491491
Göttingen,NCT00511277
Göttingen,NCT00551499
Göttingen,NCT00560872
Göttingen,NCT00569257
Göttingen,NCT00600041
Göttingen,NCT00604331
Göttingen,NCT00608946
Göttingen,NCT00624026
Göttingen,NCT00630747
Göttingen,NCT00639743
Göttingen,NCT00705965
Göttingen,NCT00725231
Göttingen,NCT00730548
Göttingen,NCT00783120
Göttingen,NCT00785330
Göttingen,NCT00787683
Göttingen,NCT00865969
Göttingen,NCT00885898
Göttingen,NCT00890253
Göttingen,NCT01047254
Göttingen,NCT01116466
Göttingen,NCT01119053
Göttingen,NCT01163734
Göttingen,NCT01330394
Göttingen,NCT01337297
Göttingen,NCT01387711
Göttingen,NCT01388231
Göttingen,NCT01415622
Göttingen,NCT01435746
Göttingen,NCT01474265
Göttingen,NCT01485978
Göttingen,NCT01488955
Göttingen,NCT01502163
Göttingen,NCT01583075
Göttingen,NCT01686321
Göttingen,NCT01750489
Göttingen,NCT01776112
Göttingen,NCT01806337
Göttingen,NCT01831947
Göttingen,NCT01845194
Göttingen,NCT01855035
Göttingen,NCT01921972
Göttingen,NCT01955980
Göttingen,NCT02054299
Göttingen,NCT02091167
Göttingen,NCT02091284
Göttingen,NCT02135926
Göttingen,NCT02177474
Göttingen,NCT02346448
Göttingen,NCT02359318
Göttingen,NCT02387112
Göttingen,NCT02389153
Göttingen,NCT02428062
Göttingen,NCT02444338
Göttingen,NCT02506322
Göttingen,NCT02544360
Göttingen,NCT02599480
Göttingen,NCT02661607
Göttingen,NCT02740361
Göttingen,NCT02775136
Göttingen,NCT02789917
Göttingen,NCT03034473
Göttingen,NCT03036462
Göttingen,NCT03056495
Göttingen,NCT03074591
Göttingen,NCT03085303
Göttingen,NCT03151603
Göttingen,NCT03243461
Göttingen,NCT03260621
Göttingen,NCT03331224
Göttingen,NCT03369938
Göttingen,NCT03402490
Göttingen,NCT03426475
Göttingen,NCT03438474
Göttingen,NCT03499236
Göttingen,NCT03720665
Greifswald,NCT00233831
Greifswald,NCT00334165
Greifswald,NCT00461656
Greifswald,NCT00558584
Greifswald,NCT00621101
Greifswald,NCT00621699
Greifswald,NCT00647413
Greifswald,NCT00678938
Greifswald,NCT00679861
Greifswald,NCT00738517
Greifswald,NCT00810303
Greifswald,NCT00854516
Greifswald,NCT01126411
Greifswald,NCT01291693
Greifswald,NCT01294254
Greifswald,NCT01311245
Greifswald,NCT01318785
Greifswald,NCT01323556
Greifswald,NCT01330823
Greifswald,NCT01401582
Greifswald,NCT01420211
Greifswald,NCT01587599
Greifswald,NCT01596764
Greifswald,NCT01596777
Greifswald,NCT01635608
Greifswald,NCT01657305
Greifswald,NCT01676246
Greifswald,NCT01701479
Greifswald,NCT01797458
Greifswald,NCT01803789
Greifswald,NCT02051712
Greifswald,NCT02125669
Greifswald,NCT02197546
Greifswald,NCT02203760
Greifswald,NCT02232139
Greifswald,NCT02232828
Greifswald,NCT02364167
Greifswald,NCT02387112
Greifswald,NCT02493283
Greifswald,NCT02494830
Greifswald,NCT02507167
Greifswald,NCT02509559
Greifswald,NCT02514941
Greifswald,NCT02605668
Greifswald,NCT02656966
Greifswald,NCT02670265
Greifswald,NCT02724592
Greifswald,NCT02743429
Greifswald,NCT02789917
Greifswald,NCT02820675
Greifswald,NCT02914405
Greifswald,NCT02920164
Greifswald,NCT02951494
Greifswald,NCT02970838
Greifswald,NCT02990039
Greifswald,NCT03011463
Greifswald,NCT03012763
Greifswald,NCT03077373
Greifswald,NCT03089619
Greifswald,NCT03093571
Greifswald,NCT03093584
Greifswald,NCT03094546
Greifswald,NCT03114449
Greifswald,NCT03132272
Greifswald,NCT03245138
Greifswald,NCT03359408
Greifswald,NCT03369938
Greifswald,NCT03539237
Greifswald,NCT03590210
Greifswald,NCT03749590
Greifswald,NCT03838211
Halle,NCT00159120
Halle,NCT00159133
Halle,NCT00227292
Halle,NCT00398554
Halle,NCT00433459
Halle,NCT00461656
Halle,NCT00511446
Halle,NCT00644826
Halle,NCT00653731
Halle,NCT00682747
Halle,NCT00687869
Halle,NCT00690300
Halle,NCT00764933
Halle,NCT00766155
Halle,NCT00779597
Halle,NCT00804817
Halle,NCT00865969
Halle,NCT00974779
Halle,NCT00999089
Halle,NCT01045512
Halle,NCT01060423
Halle,NCT01088750
Halle,NCT01148264
Halle,NCT01186783
Halle,NCT01200121
Halle,NCT01203228
Halle,NCT01208194
Halle,NCT01272557
Halle,NCT01321957
Halle,NCT01360320
Halle,NCT01362361
Halle,NCT01412190
Halle,NCT01501916
Halle,NCT01503216
Halle,NCT01517776
Halle,NCT01539330
Halle,NCT01540435
Halle,NCT01582893
Halle,NCT01607684
Halle,NCT01651832
Halle,NCT01696526
Halle,NCT01711905
Halle,NCT01789567
Halle,NCT01903395
Halle,NCT02084381
Halle,NCT02088060
Halle,NCT02249000
Halle,NCT02251470
Halle,NCT02261779
Halle,NCT02295462
Halle,NCT02341898
Halle,NCT02349945
Halle,NCT02502968
Halle,NCT02596594
Halle,NCT02637778
Halle,NCT02703519
Halle,NCT02732691
Halle,NCT02754778
Halle,NCT02820675
Halle,NCT02891785
Halle,NCT03032887
Halle,NCT03071796
Halle,NCT03281135
Halle,NCT03431792
Halle,NCT03454282
Halle,NCT03499327
Halle,NCT03620812
Hamburg,NCT00098137
Hamburg,NCT00125034
Hamburg,NCT00125606
Hamburg,NCT00289510
Hamburg,NCT00293943
Hamburg,NCT00295347
Hamburg,NCT00303810
Hamburg,NCT00390702
Hamburg,NCT00426101
Hamburg,NCT00427180
Hamburg,NCT00440674
Hamburg,NCT00457431
Hamburg,NCT00464893
Hamburg,NCT00482027
Hamburg,NCT00540813
Hamburg,NCT00599495
Hamburg,NCT00599547
Hamburg,NCT00630747
Hamburg,NCT00635596
Hamburg,NCT00678275
Hamburg,NCT00681629
Hamburg,NCT00682305
Hamburg,NCT00711230
Hamburg,NCT00712309
Hamburg,NCT00777998
Hamburg,NCT00778752
Hamburg,NCT00783653
Hamburg,NCT00844272
Hamburg,NCT00853866
Hamburg,NCT00854893
Hamburg,NCT00858793
Hamburg,NCT00872846
Hamburg,NCT00881257
Hamburg,NCT00909714
Hamburg,NCT00916409
Hamburg,NCT00970437
Hamburg,NCT01016002
Hamburg,NCT01021202
Hamburg,NCT01029067
Hamburg,NCT01035242
Hamburg,NCT01081418
Hamburg,NCT01129999
Hamburg,NCT01143272
Hamburg,NCT01156220
Hamburg,NCT01180400
Hamburg,NCT01203228
Hamburg,NCT01209208
Hamburg,NCT01228331
Hamburg,NCT01297712
Hamburg,NCT01317108
Hamburg,NCT01317134
Hamburg,NCT01320280
Hamburg,NCT01334489
Hamburg,NCT01343602
Hamburg,NCT01353443
Hamburg,NCT01401283
Hamburg,NCT01401296
Hamburg,NCT01404741
Hamburg,NCT01405417
Hamburg,NCT01405469
Hamburg,NCT01412190
Hamburg,NCT01412970
Hamburg,NCT01413815
Hamburg,NCT01414634
Hamburg,NCT01417949
Hamburg,NCT01429844
Hamburg,NCT01434914
Hamburg,NCT01449890
Hamburg,NCT01450124
Hamburg,NCT01498731
Hamburg,NCT01522209
Hamburg,NCT01525290
Hamburg,NCT01533363
Hamburg,NCT01555840
Hamburg,NCT01561248
Hamburg,NCT01580124
Hamburg,NCT01601678
Hamburg,NCT01663649
Hamburg,NCT01679990
Hamburg,NCT01683240
Hamburg,NCT01697306
Hamburg,NCT01720420
Hamburg,NCT01724437
Hamburg,NCT01726387
Hamburg,NCT01731717
Hamburg,NCT01741883
Hamburg,NCT01759238
Hamburg,NCT01767181
Hamburg,NCT01770990
Hamburg,NCT01783639
Hamburg,NCT01784367
Hamburg,NCT01797484
Hamburg,NCT01836900
Hamburg,NCT01837082
Hamburg,NCT01853657
Hamburg,NCT01862965
Hamburg,NCT01870765
Hamburg,NCT01872052
Hamburg,NCT01879111
Hamburg,NCT01886014
Hamburg,NCT01886365
Hamburg,NCT01887041
Hamburg,NCT01888627
Hamburg,NCT01900327
Hamburg,NCT01905254
Hamburg,NCT01908855
Hamburg,NCT01914497
Hamburg,NCT01914627
