"referenceid";"username";"doi";"article";"is_open_data";"open_data_category";"is_reuse";"is_open_code";"open_data_statements";"open_code_statements";"reference_to_data";"comment_1_reference";"data_availability_statement";"comment_2_das";"findability";"comment_4_findability";"not_a_supplement";"comment_3_repository";"data_identifier";"repository";"data_access";"comment_5_data_access";"year_of_data_publication";"dataset_license";"comment_4_license";"license_name";"own_or_reuse_data";"comment_2_own_data";"machine_readable_format";"comment_6_machine_readability";"multi_select_excel";"multi_select_csv_tsv";"multi_select_txt_docs";"multi_select_other_text_formats";"multi_select_video";"multi_select_audio";"multi_select_picture";"multi_select_fasta_fastq";"multi_select_raw";"multi_select_genetic_sequences";"multi_select_subject_specific_format";"multi_select_unsure";"comment_7_format";"illustrative_files";"comment_8_illustrative_files";"analytical_replication";"comment_9_analytical_replication";"open_data_assessment";"comment_10_assessment";"other_comments";"comment_other_datasets";"open_data_manual_check";"restricted"
1352;"SophieWozniak";"10.1093/nar/gkac393";"10.1093+nar+gkac393.txt";"TRUE";"field-specific repository";"FALSE";"FALSE";"<section> encode 7374455 tfbss † https://www.encodeproject.org/ ensembl regulation 7808345 tfbss † https://www.ensembl.org/ fantom5 sstar 4987 tfbss † https://fantom.gsc.riken.jp/5/sstar/ data included in this table and in fabian-variant is for human transcription factors only.";"";"yes";"we collected data from ChIP-seq experiments from ENCODE (30) and Ensembl Regulation (31), as well as from cap analysis of gene expression (CAGE) experiments from FANTOM5 (32)";"yes_statement_no_data";"NULL";"reuse_findability";"7,374,455 TFBS used";"yes";"NULL";"https://www.encodeproject.org/";"ENCODE";"yes";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1353;"SophieWozniak";"10.1093/ndt/gfac157";"10.1093+ndt+gfac157.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"in addition to the fact that only short-term data on uacr are available with steroidal mras unlike the long-term followup in figaro-dkd [28 29] finerenone also appears to have good tolerability in comparison with the steroidal mras based on their respective hyperkalemia profiles.";"";"no";"In addition to the fact that only short-term data on UACR are available with steroidal MRAs -- not sufficiant reference";"NULL";"NULL";"NULL";"";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1354;"SophieWozniak";"10.1093/rheumatology/keac575";"10.1093+rheumatology+keac575.txt";"TRUE";"field-specific repository";"FALSE";"FALSE";"q540*) (fig. 2a and b; supplementary table s1 available at rheumatology online) (genbank: nm_182972.2).";"";"yes";"Trio whole-exome sequencing and Sanger confirmation revealed a heterozygous de novo nonsense variant in IRF2BP2, c.1618C>T p.(Q540*) (Fig. 2A and B; supplementary Table S1, available at Rheumatology online) (GenBank: NM_182972.2).";"yes_statement_no_data";"NULL";"yes";"NULL";"yes";"";"https://www.ncbi.nlm.nih.gov/nuccore/NM_182972.2";"NCBI Nucleotide (Nuccore)";"yes";"NULL";"2020";"no";"NULL";"NULL";"open_data_reuse";"other authors ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1356;"SophieWozniak";"10.1111/bjd.21244";"10.1111+bjd.21244.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"<section> the dataset generated and analysed during the current study is available as an online supplement (appendix s4).";"";"yes";"systemetic review but still generated dataset (The dataset generated and analysed during the current study is available as an online supplement (Appendix S4))";"yes";"NULL";"yes";"NULL";"no";"Just in Supplementary ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1357;"SophieWozniak";"10.1111/ene.15457";"10.1111+ene.15457.txt";"TRUE";"general-purpose repository, upon request";"FALSE";"FALSE";"for example in germany data on the incidence of asah are available exclusively from two urban region registries that actually focused on acute ischemic stroke rather than asah [11 12].";"";"no";"in DAS: Data available on request from the authors according to wiley data sharing policy; no further information outside of the DAS";"NULL";"NULL";"NULL";"";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1360;"SophieWozniak";"10.1136/bmjopen-2021-049306";"10.1136+bmjopen-2021-049306.txt";"TRUE";"general-purpose repository, upon request";"FALSE";"FALSE";"provided that sufficiently representative data relative to a certain research question is available and that these data are of sufficient quality the bcw allows for a transparent and reproducible generation of policy recommendations (figure 1).";"";"yes";"NULL";"yes";"NULL";"yes";"NULL";"no";" All data  relevant to the study are included in the article or uploaded as online supplemental  information.";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"also in DAS: Data are available on reasonable request";"NULL";"NULL";"false";"false"
1361;"SophieWozniak";"10.1136/bmjopen-2021-053417";"10.1136+bmjopen-2021-053417.txt";"FALSE";"re-use, upon request";"TRUE";"FALSE";"<section> data extraction we used a web-­based password protected data extraction tool (http://squiekero.ch) for data collection and storage.";"";"no";"data are available upon reasonable request. Data  underlying this article will be shared on reasonable request to the corresponding  author.";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1296;"hich10";"10.18632/aging.203597";"10.18632+aging.203597.txt";"FALSE";"re-use";"TRUE";"FALSE";"<section> c. elegans strains used in this work were provided by the caenorhabditis genetics centre (univ. of minnesota usa) which is funded by nih office of research infrastructure programs (p40 od010440).";"";"no";"No data availability statements are available in the article.";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"Couldn't find any data availability statement in the article. Doesn't fulfills the open data criteria.";"NULL";"NULL";"false";"false"
1364;"SophieWozniak";"10.1155/2022/2659714";"10.1155+2022+2659714.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"however to date only limited data of its use in a real-world setting are available [10–18].";"";"yes";"NULL";"yes";"";"yes";"NULL";"no";"The clinical data used to support the findings of this study are included within the supplementary information file(s";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1365;"SophieWozniak";"10.1155/2022/5769784";"10.1155+2022+5769784.txt";"TRUE";"general-purpose repository, upon request";"FALSE";"FALSE";"<section> all basic data of the created diagrams are available in the following supplementary tables (tables s1–s6).";"";"no";"The data used to support the findings of this study are available from the corresponding author upon request";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1371;"SophieWozniak";"10.1177/13524585221094478";"10.1177+13524585221094478.txt";"TRUE";"general-purpose repository, upon request";"FALSE";"FALSE";"<section> data availability modifying all data are available upon reasonable request from severity the corresponding authors. 89(4):";"";"no";"in DAS: All data are available upon reasonable request from the corresponding authors.; no further referance to available data";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1372;"SophieWozniak";"10.1177/15910199221086389";"10.1177+15910199221086389.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"follow-up data are available in 7 of 12 patients with a median fu-interval of 160 days (range 77–226) after initial sah with 5 of them (71.4%) showing favorable outcome with mrs 0–1. 4 of 12 patients were lost to follow-up.";"";"no";"Follow-up data are available in 7 of 12 patients with a median FU-interval of 160 days (range 77–226) after initial SAH with 5 of them (71.4%) showing favorable outcome with mRS 0–1. 4 of 12 patients were lost to follow-up.";"NULL";"NULL";"NULL";"";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"";"NULL";"NULL";"false";"false"
1373;"SophieWozniak";"10.1177/23969873221099478";"10.1177+23969873221099478.txt";"FALSE";"re-use";"TRUE";"FALSE";"no data about systemic embolism or mortality were provided. 192068";"";"no";"However, the available data are derived from observational studies which were not designed to investigate this question. -- not sufficient reference";"NULL";"NULL";"NULL";"";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"";"NULL";"NULL";"false";"false"
1374;"SophieWozniak";"10.1183/23120541.00622-2021";"10.1183+23120541.00622-2021.txt";"TRUE";"general-purpose repository";"FALSE";"TRUE";"<section> data and code availability: the data and code that support the findings of this study are openly available in heidata at https://doi.org/10.11588/data/2nzsxc.;     <section> data and code availability: the data and code that support the findings of this study are openly available in heidata at https://doi.org/10.11588/data/2nzsxc.";"<section> data and code availability: the data and code that support the findings of this study are openly available in heidata at https://doi.org/10.11588/data/2nzsxc.;     <section> data and code availability: the data and code that support the findings of this study are openly available in heidata at https://doi.org/10.11588/data/2nzsxc.";"yes";"NULL";"no_statement_no_data";"under conclusion: Data and code availability";"no";"DOI:  https://doi.org/10.11588/data/2NZSXC is given, but does not work";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1375;"SophieWozniak";"10.1186/s10194-022-01400-4";"10.1186+s10194-022-01400-4.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"meta-regression can be performed only if at least 6 effect size estimates with corresponding data for moderators are available: thus it was run only for a portion of compounds and placebo [26].";"";"n_a";"Type: Review Article and also in DAS: Not applicable.";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1377;"SophieWozniak";"10.1186/s12902-022-01079-3";"10.1186+s12902-022-01079-3.txt";"TRUE";"general-purpose repository, upon request";"FALSE";"FALSE";"reference data are available from the german health survey for children and adolescents (kiggs) [42] and other studies using the instrument [43 44].";"";"no";"The datasets generated and analysed during the current study are available from the corresponding author on reasonable request. A specific research objective must be presented by an exposé.";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1378;"SophieWozniak";"10.1186/s12968-022-00873-1";"10.1186+s12968-022-00873-1.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"additionally the normative data available for ventricular volume mass and function in pediatric patients are not as robust as in the adult population as only limited datasets of normal values for children are available in the literature [3–8].";"";"n_a";"Type: Review; also in DAS: ata sharing is not applicable to this article as no datasets were generated or  analyzed during the current study";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1380;"SophieWozniak";"10.1186/s13063-022-06198-9";"10.1186+s13063-022-06198-9.txt";"TRUE";"general-purpose repository, upon request";"FALSE";"FALSE";"preliminary safety data on the use of felzartamab (with or without an immunomodulatory drug and/or dexamethasone) are available from a clinical phase 1–2a trial obtained in a cohort of 91 patients with refractory or relapsing multiple myeloma [26].";"";"no";"In DAS: dations for Clinical Interventional Trials (SPIRIT) guidelines (Additional file 2). The study datasets generated and/or analyzed during the trial are available from the corresponding authors on reasonable request.";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1381;"SophieWozniak";"10.1186/s13075-022-02794-x";"10.1186+s13075-022-02794-x.txt";"TRUE";"general-purpose repository, upon request";"FALSE";"FALSE";"a complete description of baseline as the median value is more reflective of the true data. requirements and the analysis populations are available autoantibody subpopulations used for analysis were in table 1. based on baseline cut-offs (table 1).";"";"no";"In DAS: The datasets generated during and/or analyzed during the current study are  available from the corresponding author on reasonable request, no further referende to available Data";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"";"NULL";"NULL";"false";"false"
1383;"SophieWozniak";"10.1371/journal.pone.0267669";"10.1371+journal.pone.0267669.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"the effect on the results of rdt of the blood culture bottles widely used (bact/alert [biome?rieux] and bd bactec [bectondickinson franklin lakes nj usa]) been studied and discussed previously [17] most data on the performance of different rdt protocols is available for the combination of bd bactec (bectondickinson) bc bottles and biotyper ms (bruker) [18].";"";"yes";"NULL";"yes";"in DAS: All relevant data are within the paper.";"yes";"NULL";"no";"All relevant data are within the paper.";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1414;"SophieWozniak";"10.7554/elife.75420";"10.7554+elife.75420.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"<section> data availability the data used for model validation (shekhar and rahnev 2021) was made publicly available by the original authors at https://osf.io/s8fnb/.";"";"yes";"";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://osf.io/s8fnb/";"Open Science Framework (OSF)";"yes";"NULL";"2022";"no";"NULL";"NULL";"open_data_reuse";"Medha Shekhar Dobromir Rahnev";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1413;"SophieWozniak";"10.7554/elife.72929";"10.7554+elife.72929.txt";"TRUE";"general-purpose repository, upon request, github";"FALSE";"TRUE";"all codes used to analyze the dataset are available within lead-­dbs/-or software (https://github.com/netstim/leaddbs [network stimulation laboratory 2022]; https://github.com/netstim/slicernetstim [oxenford 2022b]). all codes used to analyze the dataset are available within lead-­dbs/-or software (https://github.com/netstim/leaddbs [network stimulation laboratory 2022]; https://github.com/netstim/slicernetstim [oxenford 2022b]).";"<section> data availability all processed data and code needed to reproduce the main findings of the study are made openly available in deidentified form (see figure legends).;     this can be found in https://github.com/simonoxen/ lead-or_supplementary (copy archived at swh:1:rev:c7b8661f0587db992e7eba978d61da8cd7cdc88b; oxenford 2022a) and attached to the publication.;     all codes used to analyze the dataset are available within lead-­dbs/-or software (https://github.com/netstim/leaddbs [network stimulation laboratory 2022]; https://github.com/netstim/slicernetstim [oxenford 2022b]).";"no";"I could only find code";"NULL";"NULL";"NULL";"";"NULL";"NULL";"";"GitHub";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"";"NULL";"NULL";"false";"false"
1253;"hich10";"10.1016/j.semarthrit.2021.04.003";"10.1016+j.semarthrit.2021.04.003.txt";"FALSE";"re-use, upon request";"TRUE";"FALSE";"in four studies data on disease activity before conception was available [14181926] eight studies included postpartum information [1416182227].";"";"n_a";"Article type is 'systematic review'.";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"No datasets are deposited in the paper. Article type is 'systematic review'.";"NULL";"false";"false"
1412;"SophieWozniak";"10.5414/alx02303e";"10.5414+alx02303e.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"<section> contradictory data are available intake of paracetamol in the first years of life (birth cohorts and case-control studies) [232 233 234 235 236] or during pregnancy [237 238 239 240] so that no clear connection can be establishedbetween the intake of paracetamol and atopic diseases.";"";"no";"might not be the right article type neither; The available study data do not provide sufficient proof that supplementation of these  vitamins is associated with the development  of atopic diseases";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1409;"SophieWozniak";"10.3390/nu14153082";"10.3390+nu14153082.txt";"TRUE";"general-purpose repository, upon request";"FALSE";"FALSE";"se supplementation has been found to efficiently increase selenoprotein biosynthesis and thereby serum se status and data regarding the maximal tolerable dose are available [37].";"";"no";"The data are accessible upon reasonable request to the senior author; no further reference for available data";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1407;"SophieWozniak";"10.3390/nu14071407";"10.3390+nu14071407.txt";"FALSE";"re-use, upon request";"TRUE";"FALSE";"ethical counselling was provided by the authorities in bavaria germany (ethik-kommission der bayerischen landesärztekammer ea no. 20033) and the study was registered at the german clinical trial register (deutsches register klinischer studien id: drks00022294).";"";"no";" In DAS: Anonymized data are available from the corresponding author upon reasonable request";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1404;"SophieWozniak";"10.3390/jcm11020374";"10.3390+jcm11020374.txt";"TRUE";"general-purpose repository, upon request";"FALSE";"FALSE";"data are available as supplementary material (tables s3–s5).";"";"yes";"NULL";"yes_statement_no_data";"NULL";"yes";"NULL";"no";"Data are available as Supplementary material (Tables S3–S5).";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1403;"SophieWozniak";"10.3390/ijms23169057";"10.3390+ijms23169057.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"the clinical use of camellia sinensis-derived phytochemicals was extensively studied in clinical trials and respective pharmacokinetic and safety data are available [104].";"";"n_a";"Type_ Review; also Data Availability Statement: Not applicable";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"";"false";"false"
1402;"SophieWozniak";"10.3390/ijms23010075";"10.3390+ijms23010075.txt";"TRUE";"field-specific repository";"FALSE";"FALSE";"<section> data availability statement: all relevant data are contained within the manuscript supporting information files and the gene expression omnibus (geo) repository: microarray data were deposited in geo accession number: gse80223.";"";"yes";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE80223";"Gene Expression Omnibus (GEO)";"yes";"NULL";"2017";"no";"NULL";"NULL";"open_data_reuse";"Same Author but too long ago";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1401;"SophieWozniak";"10.3390/cells11193180";"10.3390+cells11193180.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"so far only limited data are available on potential co-mutations or further downstream alterations but it is obvious that tumor type and histology matter [74].;     only limited data are available that confirm a negative prognosis for urothelial cancer patients with fgfr genomic alterations [163] while other data could not establish a correlation to overall survival (os) or progression-free survival (pfs) or response to systemic therapy [164].";"";"n_a";"Type: Review; Data Availability Statement: Not applicable";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1400;"SophieWozniak";"10.3390/cancers14092080";"10.3390+cancers14092080.txt";"FALSE";"re-use, upon request";"TRUE";"FALSE";"cell-free dna purified from 220 bone marrow plasma samples was available from patients with neuroblastoma (28 hemolytic 29 cloudy) according to standard operating ture limits [141721].";"";"no";"In DAS: Original TapeStation electropherogram and droplet digital PCR data presented in this study are available on request from the corresponding author.";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1397;"SophieWozniak";"10.3390/brainsci12111430";"10.3390+brainsci12111430.txt";"TRUE";"general-purpose repository, supplement";"FALSE";"FALSE";"data for the whole group of participants (n = 39 ob vs. n = 22 no) are available in [10]. bold: significant at p < 0.05.   all data and calculations are available in the file open_data.zip";"";"yes";"NULL";"yes";"NULL";"yes";"NULL";"no";": Open data publishing guidelines were followed. Data with description of analyses and calculations are available in the Supplemental Folder Open_Data.zip";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1395;"SophieWozniak";"10.3390/biom12070949";"10.3390+biom12070949.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"<section> data availability statement: the data presented in this study are available from nancy pedersen (nancy.pedersen@ki.se) department of medical epidemiology and biostatistics karolinska institutet stockholm sweden but restrictions apply to the availability of these data: restrictions are based on the swedish act (2013:794) requiring that a valid ethical approval is obtained in sweden.";"";"no";"The data presented in this study are available from Nancy Pedersen (nancy.pedersen@ki.se), Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Stockholm, Sweden, but restrictions apply to the availability of these data: restrictions are based on the Swedish Act (2013:794) requiring that a valid ethical approval is obtained in Sweden.";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
