doi,pmid,e_pub_year
10.1093/jnen/nlw015,26975364,2016
10.1055/s-0042-101794,26975347,2016
10.1024/1012-5302/a000474,26974278,2016
10.1126/sciadv.1501502,26973877,2016
10.3389/fonc.2016.00048,26973815,2016
10.3389/fneur.2016.00017,26973592,2016
10.1007/s00330-016-4316-4,26973144,2016
10.1016/j.nbd.2016.03.008,26972679,2016
10.1111/ddg.12909,26972210,2016
10.1111/ddg.12856,26972189,2016
10.1111/ddg.12957,26972185,2016
10.1016/j.beem.2016.02.001,26971849,2016
10.1016/j.ultrasmedbio.2015.12.026,26971462,2016
10.1016/j.ejrad.2016.02.009,26971435,2016
10.1016/j.crad.2016.01.013,26970839,2016
10.1111/all.12880,26970340,2016
10.1111/jne.12379,26970338,2016
10.1093/scan/nsw024,26969863,2016
10.1007/s00439-016-1646-x,26969325,2016
10.1016/j.cis.2016.02.001,26969281,2016
10.1016/S1473-3099(16)00071-2,26969258,2016
10.1016/j.nlm.2016.03.002,26968656,2016
10.1097/MOT.0000000000000291,26967838,2016
10.3791/53483,26967527,2016
10.18632/oncotarget.7950,26967385,2016
10.7717/peerj.1613,26966643,2016
10.1177/2050640615581113,26966532,2016
10.5114/pwki.2016.56955,26966455,2016
10.5114/pwki.2016.56941,26966441,2016
10.1016/j.eururo.2016.02.035,26965562,2016
10.1093/icvts/ivw035,26965513,2016
10.1186/s12889-015-2621-5,26965449,2016
10.1183/13993003.01016-2015,26965294,2016
10.1016/j.jdent.2016.03.002,26965080,2016
10.1016/j.trre.2016.02.002,26965071,2016
10.1136/annrheumdis-2016-209166,26964144,2016
10.1371/journal.pone.0150743,26963382,2016
10.1186/s40413-016-0102-7,26962387,2016
10.1093/hmg/ddw069,26962152,2016
10.1095/biolreprod.115.136515,26962119,2016
10.1007/s12672-016-0260-7,26961793,2016
10.1007/s00403-016-1634-y,26961372,2016
10.1007/s12519-016-0011-4,26961290,2016
10.1007/s10689-016-9899-z,26960970,2016
10.1007/s00417-016-3310-5,26960442,2016
10.1007/s00104-016-0157-6,26960437,2016
10.1152/physrev.00010.2015,26960344,2016
10.1111/jphd.12142,26959942,2016
10.1021/acs.analchem.5b04898,26959687,2016
10.1016/j.ajp.2016.01.002,26957340,2016
10.1016/j.jri.2016.02.002,26956510,2016
10.1152/ajpendo.00439.2015,26956186,2016
10.1542/peds.2015-2860,26956103,2016
10.1016/j.preghy.2015.12.002,26955773,2016
10.1371/journal.pone.0150812,26954292,2016
10.1111/tri.12770,26953629,2016
10.1111/jdv.13593,26953542,2016
10.1073/pnas.1514240113,26951675,2016
10.1200/JCO.2016.66.7725,26951315,2016
10.1002/cncr.29925,26949913,2016
10.4047/jap.2016.8.1.30,26949485,2016
10.1016/j.jaci.2015.12.1324,26949058,2016
10.1017/S0007114516000441,26949026,2016
10.1016/j.neuron.2016.02.015,26948892,2016
10.1016/j.jconrel.2016.02.047,26948381,2016
10.1016/j.cca.2016.03.002,26947968,2016
10.1016/j.anai.2016.01.022,26947239,2016
10.1016/j.knee.2016.02.001,26947215,2016
10.1111/codi.13321,26946219,2016
10.1007/s00402-016-2427-7,26946000,2016
10.1074/jbc.M115.700138,26945062,2016
10.1177/0271678X16636890,26945017,2016
10.1016/bs.ircmb.2015.12.007,26944622,2016
10.1152/ajplung.00369.2015,26944090,2016
10.1007/s10354-016-0447-0,26943921,2016
10.1007/s00120-016-0046-0,26943666,2016
10.1007/s00103-016-2313-z,26942932,2016
10.1162/jocn_a_00945,26942321,2016
10.1055/s-0035-1558185,26941449,2016
10.1055/s-0042-101168,26941448,2016
10.1136/jech-2015-207005,26941213,2016
10.1093/eurheartj/ehw073,26941203,2016
10.1016/j.jinf.2016.02.010,26940505,2016
10.1038/nrd.2016.28,26939910,2016
10.3174/ajnr.A4719,26939636,2016
10.1007/s00167-016-4054-9,26939552,2016
10.1371/journal.pone.0149977,26938061,2016
10.1097/MD.0000000000002794,26937909,2016
10.1016/j.ymgmr.2015.02.001,26937386,2016
10.1007/s10548-016-0480-8,26936595,2016
10.1177/0018720816630450,26936388,2016
10.1186/s12915-016-0237-6,26935066,2016
10.3892/mmr.2016.4959,26934829,2016
10.1371/journal.pone.0149530,26934499,2016
10.1097/ACO.0000000000000294,26934279,2016
10.1136/annrheumdis-2015-208916,26933146,2016
10.1161/CIRCULATIONAHA.115.018547,26933082,2016
10.1093/ndt/gfv454,26932693,2016
10.1093/ndt/gfv467,26932685,2016
10.1186/s12891-016-0964-4,26932531,2016
10.3899/jrheum.150897,26932345,2016
10.1111/jcpe.12495,26932322,2016
10.1111/myc.12495,26932256,2016
10.1186/s10194-016-0609-x,26931452,2016
10.1016/j.ejogrb.2016.02.026,26930041,2016
10.1074/mcp.M115.055798,26929217,2016
10.1038/ncb3320,26928868,2016
10.1213/ANE.0000000000001191,26928634,2016
10.1136/jmedgenet-2015-103672,26928436,2016
10.1038/srep22325,26928119,2016
10.1007/s00120-016-0049-x,26927871,2016
10.1007/s00115-016-0085-1,26927679,2016
10.1007/s00115-016-0077-1,26927677,2016
10.1167/iovs.15-18118,26927569,2016
10.1200/JCO.2015.63.8387,26926679,2016
10.1111/pace.12840,26926665,2016
10.1016/j.yebeh.2016.01.014,26926072,2016
10.1177/0284185116633910,26924835,2016
10.1007/s12471-016-0814-x,26924822,2016
10.1016/j.ijmm.2016.02.003,26924753,2016
10.1016/j.jbiomech.2016.02.024,26924656,2016
10.1016/j.ajhg.2016.01.006,26924529,2016
10.1016/j.resuscitation.2016.02.012,26924513,2016
10.1016/j.parkreldis.2016.02.018,26923523,2016
10.1016/j.arth.2016.01.034,26923499,2016
10.1902/jop.2016.150475,26923473,2016
10.1007/s00259-016-3331-7,26923247,2016
10.1038/nrneph.2016.20,26923204,2016
10.3233/JAD-150804,26923010,2016
10.1016/j.jpeds.2015.11.057,26922773,2016
10.1016/j.medengphy.2016.01.013,26922676,2016
10.1186/s12864-016-2494-8,26922377,2016
10.1016/j.jalz.2016.01.006,26921674,2016
10.1016/j.jmoldx.2015.12.005,26921540,2016
10.1016/j.jpain.2016.01.477,26921463,2016
10.1016/j.aanat.2016.01.005,26921449,2016
10.1007/s00784-016-1755-x,26921152,2016
10.1136/bmjopen-2015-009089,26920440,2016
10.1111/pde.12819,26919683,2016
10.18632/oncotarget.7666,26918730,2016
10.1517/14656566.2016.1159298,26918673,2016
10.1371/journal.pone.0150099,26918440,2016
10.1097/IMI.0000000000000234,26918311,2016
10.4137/BMI.S22431,26917943,2016
10.1161/CIRCIMAGING.115.004038,26917824,2016
10.1007/s00277-016-2621-2,26916570,2016
10.1111/jdv.13594,26916470,2016
10.1002/hbm.23148,26915535,2016
10.1111/ane.12574,26915469,2016
10.1002/14651858.CD009687.pub2,26915340,2016
10.1038/ncomms10875,26915335,2016
10.1007/s00428-016-1910-4,26915032,2016
10.1186/s40634-014-0017-6,26914869,2016
10.3109/15412555.2016.1140732,26914392,2016
10.1371/journal.pone.0150224,26914209,2016
10.1089/scd.2015.0329,26914168,2016
10.1002/anie.201508976,26913499,2016
10.1074/mcp.M115.053975,26912668,2016
10.1093/brain/aww002,26912641,2016
10.1136/ebmed-2016-110400,26912573,2016
10.3945/ajcn.115.116970,26912492,2016
10.1177/0022034516631285,26912220,2016
10.1186/s13014-016-0606-x,26911437,2016
10.18632/oncotarget.7451,26910888,2016
10.1111/exd.12987,26910569,2016
10.1016/j.bpj.2015.12.033,26910426,2016
10.1210/en.2015-1933,26910310,2016
10.1002/eji.201646297,26909672,2016
10.1002/eji.201545989,26909514,2016
10.3389/fsurg.2016.00009,26909352,2016
10.1016/j.molmet.2015.11.006,26909319,2016
10.3389/fphys.2016.00041,26909043,2016
10.3389/fnsyn.2016.00004,26909036,2016
10.1093/ndt/gfv458,26908775,2016
10.1093/ndt/gfv446,26908765,2016
10.1093/cercor/bhw001,26908632,2016
10.1177/1591019916632370,26908589,2016
10.1016/j.cancergen.2015.12.013,26908360,2016
10.1007/s00264-016-3142-2,26907873,2016
10.1016/S1474-4422(15)00401-9,26906964,2016
10.13109/zptm.2016.62.1.20,26906210,2016
10.1007/s00345-016-1792-8,26906029,2016
10.1016/S2214-109X(16)00005-X,26905314,2016
10.1038/srep21344,26905058,2016
10.3389/fnhum.2016.00041,26903845,2016
10.1093/eurheartj/ehw022,26903532,2016
10.1074/jbc.M115.705178,26903513,2016
10.1530/JME-15-0159,26903510,2016
10.1038/mp.2016.9,26903270,2016
10.1038/ijo.2016.34,26902807,2016
10.3109/08880018.2015.1129567,26900943,2016
,26900791,2016
10.1002/acn3.277,26900584,2016
10.3238/arztebl.2015.0878,26900154,2016
10.1016/j.jbiomech.2016.01.032,26900033,2016
10.1016/j.ejso.2016.01.009,26899942,2016
10.1016/j.amjmed.2016.02.002,26899753,2016
10.1016/S2213-2600(16)00045-X,26899390,2016
10.1007/s00405-016-3935-3,26899283,2016
10.1007/s00404-016-4031-z,26899183,2016
10.1007/s00439-016-1638-x,26899160,2016
10.1111/bjh.13887,26898195,2016
10.1016/j.ejca.2016.01.003,26896955,2016
10.1373/clinchem.2015.241521,26896447,2016
10.1136/bmjopen-2015-010134,26895985,2016
10.1007/s10393-016-1098-8,26895631,2016
10.1111/bph.13462,26895462,2016
10.1212/NXI.0000000000000204,26894206,2016
10.1212/NXI.0000000000000198,26894203,2016
10.1111/bph.13461,26892671,2016
10.1080/08870446.2016.1146719,26892502,2016
10.1681/ASN.2015030318,26892346,2016
10.1371/journal.pone.0149471,26889680,2016
10.1002/dmrr.2786,26890984,2016
10.3233/WOR-162257,26890597,2016
10.1002/path.4704,26890577,2016
10.1021/acs.bioconjchem.5b00683,26890394,2016
10.4103/1673-5374.169616,26889181,2016
10.1136/annrheumdis-2015-208840,26888948,2016
10.1523/JNEUROSCI.3749-15.2016,26888938,2016
10.1177/0363546515626541,26888879,2016
10.1073/pnas.1524554113,26888283,2016
10.1182/blood-2015-09-670729,26888258,2016
10.1186/s13063-016-1220-9,26888217,2016
10.1007/s00429-016-1195-z,26888156,2016
10.12659/MSMBR.896959,26887528,2016
10.1007/s00113-016-0144-x,26886903,2016
10.1007/s00464-016-4754-8,26886454,2016
10.1007/s11046-016-9990-x,26886443,2016
10.1155/2016/8378423,26885399,2016
10.1074/jbc.M115.691717,26884337,2016
10.1073/pnas.1519246113,26884207,2016
10.1038/mi.2016.5,26883725,2016
10.1128/IAI.01309-15,26883594,2016
10.3238/arztebl.2016.0044,26883413,2016
10.1038/ijo.2016.28,26883294,2016
10.1038/bjc.2015.452,26882063,2016
10.1097/CMR.0000000000000223,26881876,2016
10.1097/MOT.0000000000000296,26881493,2016
10.1016/j.kint.2015.12.017,26880469,2016
10.1111/liv.13094,26880346,2016
10.1158/1535-7163.MCT-15-0627,26880268,2016
10.1007/s00106-016-0128-8,26879879,2016
10.1016/S1474-4422(16)00019-3,26879279,2016
10.1186/s12954-016-0095-0,26879120,2016
10.1055/s-0042-101178,26878427,2016
10.1016/j.tcm.2015.12.001,26877187,2016
10.1111/acer.12990,26876715,2016
10.1111/php.12579,26876482,2016
10.1016/j.neuroimage.2016.02.003,26876474,2016
10.1111/jerd.12201,26876227,2016
10.1016/j.clp.2015.11.008,26876125,2016
10.1002/glia.22970,26875694,2016
10.1007/s11940-015-0392-z,26874842,2016
10.1016/j.arthro.2015.11.033,26874799,2016
10.1007/s00405-016-3928-2,26874731,2016
10.1016/j.jbiomech.2015.12.038,26873281,2016
10.1016/j.redar.2015.07.009,26873025,2016
10.1007/s00392-016-0970-4,26872963,2016
10.1007/s00105-016-3760-z,26872905,2016
10.1007/s00415-016-8046-y,26872670,2016
10.1016/j.brainres.2016.02.005,26872598,2016
10.1111/bjd.14319,26871916,2016
10.18632/oncotarget.7255,26871292,2016
10.1371/journal.pone.0149190,26870965,2016
10.3389/fimmu.2016.00026,26870041,2016
10.1136/heartjnl-2015-308365,26869635,2016
10.3324/haematol.2015.135137,26869631,2016
10.1177/1352458515622986,26869529,2016
10.1016/S1470-2045(15)00542-2,26869049,2016
10.1016/S2215-0366(16)00014-6,26868309,2016
10.1186/s12936-016-1138-4,26867774,2016
10.3851/IMP3034,26867096,2016
10.1097/HJH.0000000000000799,26867059,2016
10.1055/s-0035-1565183,26866414,2016
10.1177/0885328216630912,26865659,2016
10.1136/annrheumdis-2015-208258,26865601,2016
10.1136/annrheumdis-2015-208730,26865599,2016
10.1093/eurheartj/ehw008,26865478,2016
10.1111/jop.12418,26865435,2016
10.1161/HYPERTENSIONAHA.115.06344,26865199,2016
10.1113/JP271880,26864476,2016
10.1177/2047487316632628,26864396,2016
10.1080/21645515.2015.1132965,26864050,2016
10.1007/s00330-016-4246-1,26863895,2016
10.1371/journal.pone.0148066,26863618,2016
10.1002/ccr3.467,26862416,2016
10.1186/s13601-016-0094-y,26862389,2016
10.1016/j.tig.2016.01.003,26862051,2016
10.1016/j.ijgo.2015.08.018,26861886,2016
10.1038/ejhg.2016.6,26860060,2016
10.1159/000442607,26859851,2016
10.1055/s-0041-110531,26859731,2016
10.1371/journal.pone.0148798,26859560,2016
10.1371/journal.pmed.1001952,26859559,2016
10.1002/hbm.23093,26859310,2016
10.1097/MOT.0000000000000290,26859221,2016
10.1097/FJC.0000000000000366,26859196,2016
10.1371/journal.pone.0148746,26859141,2016
10.1038/leu.2016.25,26859081,2016
10.1093/jtm/tav024,26858272,2016
10.1128/IAI.01390-15,26857578,2016
10.1016/j.jneuroim.2015.12.012,26857499,2016
10.1186/s13058-016-0671-y,26857456,2016
10.1111/echo.13184,26857344,2016
10.1007/s00105-016-3766-6,26857131,2016
10.1016/S1473-3099(15)00537-X,26856775,2016
,26856611,2016
10.1016/j.ahj.2015.10.010,26856211,2016
10.1186/s12950-016-0113-8,26855614,2016
10.1111/ctr.12708,26855333,2016
10.1039/c5an02373d,26855232,2016
10.1038/nm.4038,26855150,2016
10.1111/ctr.12714,26854873,2016
10.1038/nn.4228,26854805,2016
10.1055/s-0042-100002,26854481,2016
10.1016/j.ygeno.2016.02.002,26853880,2016
10.1016/j.ijrobp.2015.10.027,26853333,2016
10.1016/j.ijpharm.2016.02.004,26853315,2016
10.1016/j.anl.2016.01.003,26853312,2016
10.1007/s00066-016-0945-4,26852243,2016
10.1007/s00330-016-4244-3,26852218,2016
10.1002/mus.25070,26852139,2016
10.1016/j.psyneuen.2016.01.011,26851697,2016
10.1016/j.neuroimage.2016.01.057,26851696,2016
10.1152/ajplung.00157.2015,26851257,2016
10.1111/ced.12806,26850568,2016
10.1007/s00063-015-0126-8,26850048,2016
10.1002/clc.22516,26848930,2016
10.3390/v8020037,26848680,2016
10.18632/oncotarget.7130,26848524,2016
10.1007/s13244-016-0466-9,26847758,2016
10.1016/j.drugpo.2015.11.009,26847504,2016
10.1152/japplphysiol.00588.2015,26846549,2016
10.1038/ctg.2015.69,26844839,2016
10.1016/j.jclinepi.2015.09.019,26845747,2016
10.7554/eLife.07727,26845523,2016
10.1016/j.media.2016.01.001,26845371,2016
10.1210/jc.2015-3405,26844843,2016
10.1097/DAD.0000000000000526,26844618,2016
10.1128/JVI.03120-15,26842470,2016
10.1007/s00399-016-0417-7,26841960,2016
10.1017/S0033291715002597,26841896,2016
10.1111/psyp.12623,26841205,2016
10.1371/journal.pone.0148012,26840980,2016
10.1111/head.12767,26840902,2016
10.1097/WNP.0000000000000218,26840873,2016
10.1097/WNP.0000000000000219,26840868,2016
10.1158/1078-0432.CCR-15-2512,26839144,2016
10.1016/j.msec.2015.12.095,26838901,2016
10.1126/scisignal.aab1967,26838549,2016
10.1007/s00393-016-0043-0,26838521,2016
10.1016/j.euroneuro.2016.01.004,26837851,2016
10.1038/leu.2016.5,26837842,2016
10.1007/s00402-016-2409-9,26837222,2016
10.1097/QAD.0000000000001046,26836789,2016
10.1148/radiol.2016151384,26836050,2016
10.1097/INF.0000000000001073,26835973,2016
10.1159/000439589,26835425,2016
10.4088/PCC.15m01805,26835174,2016
10.12688/f1000research.7628.1,26835004,2016
10.3389/fnagi.2015.00241,26834622,2016
10.3389/fnhum.2015.00702,26834605,2016
10.3899/jrheum.150659,26834218,2016
10.1038/ncomms10495,26833246,2016
10.1093/molehr/gaw009,26832958,2016
10.1245/s10434-015-4959-4,26832880,2016
10.1007/s00784-016-1735-1,26832779,2016
10.1038/nri.2016.13,26831526,2016
10.1186/s13014-016-0592-z,26831185,2016
10.1007/s15010-016-0876-0,26830786,2016
10.1007/s00399-016-0416-8,26830776,2016
10.1186/s12883-015-0515-x,26830688,2016
10.1007/s00103-015-2295-2,26830106,2016
10.1371/journal.ppat.1005408,26829557,2016
10.1097/FJC.0000000000000368,26828323,2016
10.1016/j.neurobiolaging.2015.10.039,26827649,2016
10.1016/j.aca.2015.12.030,26826697,2016
10.1177/0022034516629116,26826108,2016
10.1186/s41043-015-0032-y,26825414,2016
10.1007/s00216-016-9327-0,26825342,2016
10.1371/journal.pone.0147330,26824906,2016
10.1016/j.neuroimage.2016.01.038,26824403,2016
10.7554/eLife.08133,26824266,2016
10.1681/ASN.2015070748,26823548,2016
10.1002/ajmg.a.37560,26822876,2016
10.1038/npp.2016.14,26822489,2016
10.1242/dmm.022905,26822477,2016
10.1016/bs.pbr.2015.07.026,26822360,2016
10.1038/srep17230,26821826,2016
10.1002/ejhf.473,26821594,2016
10.1371/journal.pone.0147968,26820970,2016
10.1007/s00115-015-0063-z,26820459,2016
10.1155/2015/471719,26819498,2016
10.1111/ddg.12724,26819124,2016
10.1007/s00428-016-1908-y,26818834,2016
10.1093/ecco-jcc/jjw032,26818659,2016
10.1186/s12886-015-0135-7,26818117,2016
10.1186/s12875-016-0408-0,26818052,2016
10.1186/s13071-016-1320-0,26817587,2016
10.3205/iprs000084,26816671,2016
10.3205/iprs000082,26816669,2016
10.3205/iprs000081,26816668,2016
10.3205/iprs000080,26816667,2016
10.1186/s13601-016-0089-8,26816616,2016
10.1007/s00259-016-3309-5,26816194,2016
10.1002/acr.22848,26815944,2016
10.1371/journal.pone.0146058,26815788,2016
10.1038/ncomms9576,26815406,2016
10.1055/s-0041-108295,26814975,2016
10.5009/gnl15175,26814610,2016
10.1177/1352458515625807,26814201,2016
10.1016/j.bandc.2015.11.004,26812250,2016
10.1002/clc.22505,26812168,2016
10.1073/pnas.1517517113,26811474,2016
10.1530/EJE-15-1096,26811406,2016
10.1136/bmjopen-2015-009113,26810995,2016
10.1007/s00415-015-7991-1,26810718,2016
10.1001/jamapediatrics.2015.4276,26810619,2016
10.1016/j.ijnurstu.2016.01.003,26810458,2016
10.1007/s00482-015-0085-2,26809975,2016
10.1007/s00482-015-0087-0,26809974,2016
10.1007/s00482-015-0086-1,26809973,2016
10.1007/s00103-016-2307-x,26809820,2016
10.3109/17538157.2015.1064425,26809357,2016
10.1007/s00702-016-1507-8,26809243,2016
10.1016/j.socscimed.2016.01.015,26808336,2016
10.1097/IGC.0000000000000612,26807639,2016
10.1016/j.ygyno.2016.01.022,26807488,2016
10.4103/1673-5374.170295,26807097,2016
10.4103/0019-5413.168755,26806969,2016
10.1002/adhm.201500757,26806652,2016
10.1038/nrn.2015.16,26806630,2016
10.1016/S0140-6736(16)00143-4,26806518,2016
10.1016/j.jalz.2015.12.012,26806387,2016
10.1016/j.reprotox.2016.01.002,26806369,2016
10.1016/j.jaci.2015.11.015,26806049,2016
10.1016/j.numecd.2015.11.007,26806045,2016
10.1111/srt.12286,26804729,2016
10.1007/s13659-016-0087-5,26803837,2016
10.1016/j.jelectrocard.2015.12.012,26803554,2016
10.1016/j.neuroimage.2016.01.029,26803059,2016
10.1016/j.jad.2016.01.022,26802505,2016
10.1016/j.scitotenv.2016.01.014,26802351,2016
10.1136/annrheumdis-2015-208690,26802180,2016
10.1093/eurheartj/ehv761,26802133,2016
10.1136/neurintsurg-2015-012126,26801945,2016
10.1016/j.bbrc.2016.01.113,26801557,2016
10.1111/bjd.14419,26801523,2016
10.1111/jnc.13540,26801522,2016
10.1007/s00383-016-3865-6,26801484,2016
10.1007/s00347-015-0214-4,26801323,2016
10.1186/s13075-016-0931-3,26801240,2016
10.1186/s12968-016-0225-6,26800662,2016
10.1080/15548627.2015.1100356,26799652,2016
10.1002/ajmg.a.37547,26799614,2016
10.1371/journal.pone.0147258,26799486,2016
10.1517/14728222.2016.1134490,26799480,2016
10.3171/2015.10.PEDS15328,26799410,2016
10.18632/oncotarget.6959,26799289,2016
10.2217/imt.15.112,26798943,2016
10.1155/2015/714230,26798640,2016
10.1111/all.12842,26797792,2016
10.1161/STROKEAHA.115.011674,26797662,2016
10.1093/scan/nsw008,26796968,2016
10.1016/j.jdent.2016.01.006,26796700,2016
10.1007/s00404-016-4011-3,26796680,2016
10.1007/s00108-015-0010-x,26795948,2016
10.1016/j.rec.2015.10.015,26795929,2016
10.1016/j.toxlet.2016.01.002,26795019,2016
10.1016/j.bioorg.2016.01.002,26794327,2016
10.1186/s12883-016-0531-5,26793971,2016
10.1016/j.eucr.2015.09.010,26793583,2016
10.1016/j.idcr.2014.11.004,26793443,2016
10.3389/fnsyn.2015.00019,26793095,2016
10.1136/bmjopen-2015-009266,26792214,2016
10.14670/HH-11-723,26791991,2016
10.1007/s12160-015-9767-3,26791023,2016
10.1016/j.ygyno.2016.01.012,26790772,2016
10.1007/s11136-015-1219-9,26790429,2016
10.1016/j.ejca.2015.11.014,26790144,2016
10.1586/1744666X.2016.1144472,26788837,2016
10.1111/codi.13280,26787597,2016
10.1186/s12877-016-0185-6,26787444,2016
10.1007/s00482-015-0092-3,26787227,2016
10.1152/ajpendo.00432.2015,26786778,2016
10.1017/S0140525X14001745,26786503,2016
10.1007/s00393-015-0031-9,26786167,2016
10.1038/mtna.2015.52,26784637,2016
10.3390/v8010019,26784220,2016
10.3390/ijms17010114,26784183,2016
10.1371/journal.pone.0147364,26784027,2016
10.1177/1747493015616634,26783309,2016
10.1007/s00393-015-0029-3,26783154,2016
10.1016/j.nmd.2015.11.011,26782017,2016
10.1007/s10006-015-0542-1,26781718,2016
10.1007/s00784-016-1723-5,26781436,2016
10.1007/s00280-016-2962-5,26781311,2016
10.1007/s00404-016-4015-z,26781261,2016
10.1016/j.ejrad.2015.11.041,26781137,2016
10.1111/jsr.12372,26781046,2016
10.1016/j.clinph.2015.12.005,26780993,2016
10.1007/s00108-015-0003-9,26780192,2016
10.1111/bjd.14337,26779929,2016
10.1038/nm.4025,26779815,2016
10.1038/oncsis.2015.51,26779809,2016
10.3389/fsurg.2015.00067,26779487,2016
10.3389/fpsyg.2015.01958,26779075,2016
10.3389/fphar.2015.00297,26779018,2016
10.1002/bies.201500087,26778584,2016
10.1016/j.toxlet.2016.01.003,26774940,2016
10.1016/j.joca.2016.01.002,26774732,2016
10.1016/j.medengphy.2015.12.003,26774670,2016
10.1016/j.chiabu.2015.12.009,26773897,2016
10.1016/j.exer.2015.12.013,26773870,2016
10.1016/j.meatsci.2015.12.022,26773794,2016
10.1016/j.neubiorev.2015.12.015,26773723,2016
10.1016/j.atherosclerosis.2016.01.003,26773473,2016
10.3899/jrheum.150474,26773103,2016
10.1186/s12896-016-0234-4,26772810,2016
10.1016/j.nano.2015.12.379,26772426,2016
10.1073/pnas.1523226113,26772313,2016
10.1186/s12893-015-0114-1,26772176,2016
10.1038/bcj.2015.114,26771812,2016
,26771720,2016
10.1159/000441275,26771523,2016
10.1111/bjh.13912,26771088,2016
10.1177/2050312115585041,26770785,2016
10.3205/cto000117,26770277,2016
10.1136/bmjopen-2015-008436,26769778,2016
10.1007/s00103-015-2302-7,26769112,2016
10.1002/nbm.3415,26768489,2016
10.1136/annrheumdis-2015-208642,26768408,2016
10.1007/s00393-015-0034-6,26768270,2016
10.1007/s00392-015-0957-6,26768146,2016
10.1007/s00482-015-0083-4,26767992,2016
10.1093/brain/awv391,26767570,2016
10.1371/journal.pone.0145951,26766544,2016
10.1016/j.neuropsychologia.2015.12.024,26765639,2016
10.1097/ICO.0000000000000740,26764881,2016
10.1161/JAHA.115.002674,26764413,2016
10.1093/ndt/gfv437,26763669,2016
10.1016/j.jconrel.2015.12.054,26763373,2016
10.1002/elps.201500518,26763099,2016
10.1016/j.clinph.2015.11.042,26762952,2016
10.1007/s00330-015-4168-3,26762942,2016
10.1002/ajmg.a.37562,26762561,2016
10.1007/s00399-015-0411-5,26762135,2016
10.1055/s-0035-1566300,26761508,2016
10.1517/14712598.2016.1134480,26761200,2016
10.18632/oncotarget.6864,26760770,2016
10.18632/oncotarget.6793,26760764,2016
10.1038/nature16516,26760201,2016
10.1097/RCT.0000000000000354,26760186,2016
10.1186/s13223-015-0109-6,26759555,2016
10.1093/annonc/mdv595,26759276,2016
10.1007/s00381-016-3016-3,26759019,2016
10.1093/ndt/gfv441,26758790,2016
10.1158/1078-0432.CCR-15-0965,26758558,2016
10.1158/1078-0432.CCR-15-1425,26758557,2016
10.1111/apha.12651,26758335,2016
10.1038/srep19012,26757895,2016
10.1186/s12871-015-0166-x,26757894,2016
10.1101/gr.199430.115,26755636,2016
10.1158/1078-0432.CCR-15-1990,26755529,2016
10.1093/brain/awv375,26754788,2016
10.1007/s00132-015-3214-9,26754657,2016
10.1161/CIRCHEARTFAILURE.115.002551,26754625,2016
10.1016/j.jiph.2015.12.003,26754202,2016
10.1002/mabi.201500377,26753995,2016
10.1007/s00103-015-2303-6,26753868,2016
10.1186/s12879-015-1311-3,26753774,2016
10.1007/s00262-015-1786-1,26753694,2016
10.1007/s00056-015-0001-5,26753550,2016
10.1186/s13293-015-0055-5,26753091,2016
10.1055/s-0035-1570102,26752614,2016
,26752494,2016
10.1371/journal.pone.0145723,26751954,2016
10.1016/j.drugpo.2015.11.010,26749563,2016
10.1002/pmic.201500411,26749278,2016
10.1002/art.39567,26748477,2016
10.1016/S0020-1383(15)30051-6,26747914,2016
10.1177/0363546515621286,26747848,2016
10.1007/s00381-015-2999-5,26747622,2016
10.1177/1352458515622826,26746809,2016
10.1007/s00106-015-0111-9,26746640,2016
10.1152/jn.01012.2015,26745251,2016
10.1371/journal.pone.0146395,26745147,2016
10.1530/EJE-15-1042,26744896,2016
10.1182/blood-2015-09-671636,26744459,2016
10.1038/ncomms10178,26744192,2016
10.1161/CIRCEP.114.001965,26743237,2016
10.1007/s00210-015-1205-3,26742933,2016
10.1007/s11102-015-0702-1,26742496,2016
10.1097/INF.0000000000000928,26741581,2016
10.1073/pnas.1509834113,26739565,2016
10.1017/S1041610215002343,26739512,2016
10.1007/s11121-015-0623-2,26739253,2016
10.1016/j.jcin.2015.07.034,26738680,2016
10.1056/NEJMoa1414838,26735990,2016
10.18632/oncotarget.6776,26735174,2016
10.1016/j.biomaterials.2015.11.053,26735170,2016
10.1038/nature16498,26735015,2016
10.3205/iprs000078,26734540,2016
10.3205/iprs000077,26734539,2016
10.3205/iprs000076,26734538,2016
10.3205/iprs000075,26734537,2016
10.3389/fpsyg.2015.01921,26733912,2016
10.3389/fnana.2015.00160,26733822,2016
10.1302/0301-620X.98B1.36347,26733634,2016
10.1038/ejhg.2015.266,26733284,2016
10.1074/jbc.M115.681098,26733196,2016
10.1038/srep18828,26732856,2016
10.1016/j.bbamcr.2015.12.018,26732296,2016
10.1159/000443167,26731013,2016
10.1200/JCO.2015.64.0862,26729431,2016
10.1007/s00132-015-3217-6,26728392,2016
10.1186/s13054-015-1159-3,26728364,2016
10.1371/journal.pone.0145645,26727266,2016
10.1371/journal.pbio.1002331,26726833,2016
10.1093/eurheartj/ehv721,26726043,2016
10.1016/j.jcms.2015.11.010,26725582,2016
10.1016/j.abb.2015.12.012,26724758,2016
10.1016/j.jns.2015.12.004,26723997,2016
10.1016/j.jinf.2015.12.008,26723911,2016
10.1016/j.syapm.2015.11.002,26723852,2016
10.1007/s12026-015-8770-x,26721805,2016
10.1093/tropej/fmv078,26721550,2016
