,doi,id,pmid,year
985,10.2967/jnumed.118.223420,pub.1112650462,30850502,2019
986,10.1055/a-0945-3599,pub.1120328348,31412370,2019
987,10.1007/s00428-019-02647-0,pub.1120609375,31451895,2019
988,10.1111/jch.13682,pub.1120689218,31466129,2019
989,10.1016/j.jocn.2019.07.030,pub.1118124314,31331751,2019
990,10.1007/s00330-019-06104-z,pub.1112777967,30877458,2019
991,10.1016/j.mad.2019.111147,pub.1120846060,31493435,2019
992,10.1016/j.cell.2019.09.009,pub.1121477265,31585081,2019
993,10.1007/s00167-019-05384-8,pub.1113482845,30989274,2019
994,10.1007/s00402-019-03220-9,pub.1117291091,31214758,2019
995,10.1016/j.anl.2019.01.009,pub.1112063660,30765274,2019
996,10.1016/j.jpsychores.2019.109778,pub.1117997707,31442843,2019
997,10.1038/s41436-019-0512-3,pub.1113378377,30976099,2019
998,10.1177/1352458518819098,pub.1111516725,30657420,2019
999,10.1111/eip.12748,pub.1107495077,30302918,2019
1000,10.1053/j.gastro.2019.07.057,pub.1120182696,31400369,2019
1001,10.1016/j.jcmg.2019.07.027,pub.1121654847,31607668,2019
1002,10.1111/tri.13463,pub.1114500708,31099091,2019
1003,10.1177/0333102419854082,pub.1116122789,31146544,2019
1004,10.1016/j.mce.2019.110532,pub.1120185398,31400396,2019
1005,10.1016/j.injury.2019.10.079,pub.1122097257,31708085,2019
1006,10.1016/j.jclinane.2019.109632,pub.1122053432,31668693,2019
1007,10.1097/tp.0000000000002940,pub.1120911759,31517787,2019
1008,10.1002/mds.27834,pub.1120832623,31483532,2019
1009,10.1007/s00701-019-04048-3,pub.1120656612,31463709,2019
1010,10.1007/s00701-019-04001-4,pub.1120108697,31377956,2019
1011,10.1016/j.forsciint.2019.109927,pub.1120193871,31491623,2019
1012,10.1016/j.parkreldis.2019.08.017,pub.1120638634,31495733,2019
1013,10.1016/j.hpb.2019.09.004,pub.1121756532,31619346,2019
1014,10.1016/j.neuroimage.2019.05.071,pub.1116089986,31154049,2019
1015,10.1038/s41436-019-0512-3,pub.1113378377,30976099,2019
1016,10.1002/jcsm.12450,pub.1118087107,31318182,2019
1017,10.1055/a-1001-9952,pub.1121964870,31656319,2019
1018,10.1002/cjp2.137,pub.1117192799,31206244,2019
1019,10.1111/all.13809,pub.1113262175,30953599,2019
1020,10.1016/j.neuroscience.2019.08.030,pub.1120517048,31449988,2019
1021,10.1016/j.pec.2019.05.007,pub.1113928703,31079956,2019
1022,10.1002/pbc.27869,pub.1117297182,31222885,2019
1023,10.1111/ddg.13956,pub.1121951214,31631537,2019
1024,10.1111/all.13837,pub.1113623831,31012487,2019
1025,10.1055/a-0919-4959,pub.1118042098,31680701,2019
1026,10.1007/s00393-019-0664-1,pub.1117764449,31273459,2019
1027,10.1016/s2352-3026(19)30161-9,pub.1120311626,31420317,2019
1028,10.1002/nbm.4038,pub.1111098888,30609175,2019
1029,10.1097/rli.0000000000000571,pub.1113797562,31033673,2019
1030,10.1016/j.schres.2019.07.061,pub.1120143027,31395486,2019
1031,10.1007/s00063-019-00618-6,pub.1121117203,31538212,2019
1032,10.1007/s00117-019-00589-x,pub.1120514247,31444511,2019
1033,10.1007/s11255-019-02239-6,pub.1119920003,31352581,2019
1034,10.1002/ehf2.12496,pub.1119862844,31347289,2019
1035,10.1016/j.mayocp.2019.08.017,pub.1121431626,31585574,2019
1036,10.1016/j.wneu.2019.07.038,pub.1117871530,31301442,2019
1037,10.21873/anticanres.13781,pub.1121407132,31570482,2019
1038,10.1681/asn.2019030238,pub.1120967944,31506289,2019
1039,10.1111/jsr.12770,pub.1107330954,30272383,2019
1040,10.1002/hep.30782,pub.1117860247,31287572,2019
1041,10.1016/j.jss.2019.05.011,pub.1115484802,31132626,2019
1042,10.1111/jdv.15735,pub.1117009088,31179579,2019
1043,10.1007/s11548-019-02012-1,pub.1117293616,31218472,2019
1044,10.1007/s15010-019-01323-4,pub.1117065922,31190298,2019
1045,10.1007/s00393-019-00697-y,pub.1121091171,31535201,2019
1046,10.1161/circheartfailure.119.006191,pub.1121801347,31610725,2019
1047,10.1002/jbmr.3801,pub.1115213856,31121071,2019
1048,10.1111/jch.13671,pub.1120595799,31448861,2019
1049,10.1007/s00393-019-00695-0,pub.1121403828,31570985,2019
1050,10.1007/s12028-019-00778-5,pub.1117918924,31292827,2019
1051,10.1007/s00262-019-02393-x,pub.1121190059,31549213,2019
1052,10.21873/anticanres.13757,pub.1121407109,31570458,2019
1053,10.1016/j.jse.2019.02.022,pub.1114005036,31078408,2019
1054,10.1016/j.euroneuro.2019.07.133,pub.1120403644,31444036,2019
1055,10.1016/j.neuroimage.2019.06.005,pub.1116646137,31173902,2019
1056,10.1111/jch.13688,pub.1121088147,31532571,2019
1057,10.1055/a-1001-9925,pub.1121972354,31656318,2019
1058,10.1016/j.jaci.2018.10.054,pub.1110037520,30468774,2019
1059,10.1111/apha.13350,pub.1119864174,31348847,2019
1060,10.1111/ans.15245,pub.1113476116,30990940,2019
1061,10.1097/sla.0000000000003645,pub.1121626861,31599810,2019
1062,10.1016/j.ijcard.2019.06.044,pub.1117324039,31256990,2019
1063,10.3390/nu11102315,pub.1121398407,31574939,2019
1064,10.3390/cancers11101473,pub.1121402696,31575051,2019
1065,10.1177/2047487319873460,pub.1121406941,31569966,2019
1066,10.1172/jci124884,pub.1121390213,31566580,2019
1067,10.1038/s41374-019-0327-5,pub.1121386279,31570772,2019
1068,10.1093/cid/ciz949,pub.1121232395,31562816,2019
1069,10.1093/ejcts/ezz266,pub.1120847912,31562514,2019
1070,10.1002/acr.24078,pub.1121302149,31560454,2019
1071,10.1007/s00415-019-09560-1,pub.1121332101,31562559,2019
1072,10.1017/s2040174419000527,pub.1121266802,31556361,2019
1073,10.1080/10428194.2019.1666381,pub.1121267000,31556753,2019
1074,10.1038/s41409-019-0684-0,pub.1121255710,31558790,2019
1075,10.1038/s41409-019-0703-1,pub.1121264030,31558788,2019
1076,10.1371/journal.pone.0223118,pub.1121297165,31557239,2019
1077,10.3389/fnagi.2019.00264,pub.1121263220,31611782,2019
1078,10.1515/jpm-2019-0153,pub.1120111894,31373898,2019
1079,10.18632/aging.102294,pub.1121275787,31557128,2019
1080,10.1371/journal.pone.0222030,pub.1121257260,31553729,2019
1081,10.3389/fninf.2019.00065,pub.1121199623,31607882,2019
1082,10.3389/fimmu.2019.02136,pub.1121192213,31616406,2019
1083,10.1111/srt.12785,pub.1121190147,31549768,2019
1084,10.3389/fimmu.2019.02279,pub.1121193187,31616441,2019
1085,10.3389/fped.2019.00369,pub.1121193282,31616646,2019
1086,10.1177/1747493019871915,pub.1121186095,31543058,2019
1087,10.3390/ijerph16193515,pub.1121150151,31547175,2019
1088,10.2337/dc19-0641,pub.1121157791,31540903,2019
1089,10.1210/clinem/dgz017,pub.1121126752,31536622,2019
1090,10.1371/journal.pone.0222671,pub.1121151568,31539397,2019
1091,10.3389/fonc.2019.00849,pub.1121124234,31616627,2019
1092,10.3389/fonc.2019.00915,pub.1121114621,31608228,2019
1093,10.1177/1550059419875916,pub.1121126412,31533467,2019
1094,10.1515/revneuro-2019-0059,pub.1121126671,31536035,2019
1095,10.1007/s00115-019-00802-1,pub.1121117274,31538211,2019
1096,10.1007/s00105-019-04480-7,pub.1121119652,31538217,2019
1097,10.3389/fimmu.2019.02232,pub.1121085015,31620137,2019
1098,10.1136/bmj.l5101,pub.1121095845,31533934,2019
1099,10.3389/fsurg.2019.00052,pub.1121085121,31620443,2019
1100,10.1159/000502938,pub.1121064802,31527371,2019
1101,10.1128/aac.00924-19,pub.1121064086,31527029,2019
1102,10.1111/all.13953,pub.1117469162,31230373,2019
1103,10.1002/ijc.32230,pub.1112354084,30801698,2019
1104,10.1007/s12975-019-00735-6,pub.1121005095,31522408,2019
1105,10.1007/s00406-019-01064-3,pub.1121000936,31520149,2019
1106,10.1002/mds.27827,pub.1120980578,31518459,2019
1107,10.1136/bmjresp-2019-000460,pub.1121001529,31673365,2019
1108,10.1177/1043659619875197,pub.1121016058,31516067,2019
1109,10.1007/s00393-019-00712-2,pub.1120971576,31511979,2019
1110,10.3389/fphys.2019.01163,pub.1120966709,31572213,2019
1111,10.1126/scitranslmed.aaw8513,pub.1120970638,31511427,2019
1112,10.3389/fneur.2019.00983,pub.1120963883,31572293,2019
1113,10.3389/fneur.2019.00969,pub.1120964462,31572288,2019
1114,10.3390/cancers11091343,pub.1120990992,31514410,2019
1115,10.1212/wnl.0000000000008109,pub.1120943181,31501314,2019
1116,10.3390/jcm8091423,pub.1120976893,31509951,2019
1117,10.18632/oncotarget.27145,pub.1120968569,31534629,2019
1118,10.1007/s00393-019-00708-y,pub.1120966024,31506791,2019
1119,10.1111/bjd.18328,pub.1117793953,31278742,2019
1120,10.1165/rcmb.2018-0359oc,pub.1120930167,31499011,2019
1121,10.1007/s10741-019-09853-7,pub.1120878280,31489515,2019
1122,10.3174/ajnr.a6183,pub.1120878408,31488499,2019
1123,10.1007/s11682-019-00200-w,pub.1120971314,31512097,2019
1124,10.1007/s00391-019-01611-6,pub.1120869142,31486882,2019
1125,10.1055/a-0972-0914,pub.1120865990,31486061,2019
1126,10.1111/jdv.15871,pub.1120339230,31419339,2019
1127,10.1111/all.14015,pub.1120190530,31392735,2019
1128,10.1080/14737167.2019.1647104,pub.1119823765,31340686,2019
1129,10.3233/shti190809,pub.1120843558,31483258,2019
1130,10.1161/hypertensionaha.119.13156,pub.1120792987,31476909,2019
1131,10.1002/acr.24058,pub.1120790608,31479193,2019
1132,10.1007/s11307-019-01412-8,pub.1120795428,31482411,2019
1133,10.1007/s00420-019-01467-8,pub.1120795080,31482285,2019
1134,10.12968/jowc.2019.28.9.566,pub.1120974996,31513501,2019
1135,10.5606/archrheumatol.2019.7111,pub.1121374610,31598589,2019
1136,10.3390/jcm8091367,pub.1120828710,31480717,2019
1137,10.3238/arztebl.2019.0575,pub.1120626723,31587704,2019
1138,10.1080/1744666x.2019.1649597,pub.1120282374,31403823,2019
1139,10.1007/s12975-019-00730-x,pub.1120756951,31475302,2019
1140,10.1007/s00106-019-0705-8,pub.1120765858,31478063,2019
1141,10.1242/dev.174045,pub.1120411520,31427287,2019
1142,10.1200/jco.18.01842,pub.1114195196,31082269,2019
1143,10.1093/rheumatology/kez090,pub.1112402211,30903141,2019
1144,10.1093/neuros/nyy618,pub.1110156135,30690488,2019
1145,10.1210/js.2019-00145,pub.1120191731,31528833,2019
1146,10.1093/annonc/mdz199,pub.1117509117,31240302,2019
1147,10.1177/2309499019874507,pub.1121266545,31554465,2019
1148,10.1093/annonc/mdz204,pub.1117662010,31268127,2019
1149,10.1093/ehjcr/ytz131,pub.1120010987,31365055,2019
1150,10.1089/thy.2018.0646,pub.1120408116,31426720,2019
1151,10.1093/ndt/gfy391,pub.1110301704,30629182,2019
1152,10.1177/2325967119867676,pub.1121020134,31548973,2019
1153,10.1016/j.canlet.2019.05.032,pub.1115901819,31150822,2019
1154,10.1002/ejhf.1496,pub.1115024793,31116486,2019
1155,10.1007/s00467-019-04281-z,pub.1116997339,31177334,2019
1156,10.1161/strokeaha.119.026005,pub.1119823269,31337298,2019
1157,10.1007/s00417-019-04386-z,pub.1119773338,31338586,2019
1158,10.1038/s41375-019-0508-7,pub.1117131860,31197258,2019
1159,10.1097/tp.0000000000002700,pub.1119824711,31343568,2019
1160,10.1007/s11325-018-1757-9,pub.1110123574,30467691,2019
1161,10.1177/1545968319860490,pub.1118152758,31328637,2019
1162,10.1136/bmjopen-2019-030957,pub.1121064405,31530615,2019
1163,10.1007/s00108-019-0653-0,pub.1120439708,31432196,2019
1164,10.1530/erc-18-0582,pub.1117771375,31272081,2019
1165,10.1038/s41375-019-0499-4,pub.1117299488,31227779,2019
1166,10.1111/ger.12409,pub.1115421836,31125136,2019
1167,10.1016/j.ajhg.2019.07.002,pub.1119787353,31353024,2019
1168,10.1055/a-0987-9689,pub.1120655784,31461752,2019
1169,10.1007/s00701-019-04016-x,pub.1119953685,31359190,2019
1170,10.1111/ddg.13931,pub.1121121236,31538737,2019
1171,10.1016/j.amjmed.2019.08.033,pub.1120981081,31521666,2019
1172,10.1002/clc.23225,pub.1117735473,31271457,2019
1173,10.1136/rmdopen-2019-001005,pub.1120799226,31565244,2019
1174,10.1007/s00262-019-02383-z,pub.1120795010,31482307,2019
1175,10.1177/0022034519865184,pub.1119823770,31340691,2019
1176,10.1007/s00432-019-02926-y,pub.1115024118,31115671,2019
1177,10.1111/bdi.12793,pub.1113997826,31069923,2019
1178,10.1002/art.40897,pub.1113042051,30919595,2019
1179,10.1245/s10434-019-07456-y,pub.1115024300,31115853,2019
1180,10.1111/jdv.15743,pub.1117155888,31199524,2019
1181,10.21037/jtd.2019.08.109,pub.1121398806,31656680,2019
1182,10.1016/j.healun.2019.06.022,pub.1117406870,31495407,2019
1183,10.1007/s00520-019-4637-3,pub.1111662937,30684046,2019
1184,10.1007/s00062-018-0683-3,pub.1103237596,29651586,2019
1185,10.1002/ejhf.1374,pub.1111488369,30652394,2019
1186,10.1007/s00262-019-02378-w,pub.1120515365,31444607,2019
1187,10.1136/bmjopen-2019-030097,pub.1120799187,31481563,2019
1188,10.1016/j.actbio.2019.06.034,pub.1117494934,31247381,2019
1189,10.1016/j.ejrad.2019.07.013,pub.1118121029,31439236,2019
1190,10.1016/j.mri.2019.08.033,pub.1120741046,31484044,2019
1191,10.1177/0022034519864889,pub.1119962588,31361174,2019
1192,10.1111/petr.13534,pub.1117968246,31297945,2019
1193,10.1016/j.cllc.2019.04.012,pub.1114047418,31175009,2019
1194,10.1007/s11926-019-0844-7,pub.1117994666,31302784,2019
1195,10.1136/jmedgenet-2018-105930,pub.1113380191,30979843,2019
1196,10.1148/radiol.2019182220,pub.1117710588,31264950,2019
1197,10.1111/jgh.14629,pub.1112093643,30756433,2019
1198,10.1136/jnnp-2018-319427,pub.1112139295,30765417,2019
1199,10.1016/j.ygyno.2019.06.015,pub.1117408470,31235241,2019
1200,10.1007/s00113-019-0618-8,pub.1112223916,30783709,2019
1201,10.1016/j.ultrasmedbio.2019.05.021,pub.1117047137,31201021,2019
1202,10.1136/annrheumdis-2018-214755,pub.1112925856,30898837,2019
1203,10.1111/ajt.15418,pub.1113940934,31062467,2019
1204,10.1016/j.ymgmr.2019.100479,pub.1117369137,31249784,2019
1205,10.1038/s41588-019-0495-7,pub.1120339349,31417202,2019
1206,10.1097/pas.0000000000001279,pub.1114347756,31094928,2019
1207,10.1097/ccm.0000000000003870,pub.1116850083,31169620,2019
1208,10.1183/13993003.00561-2019,pub.1117296243,31221806,2019
1209,10.1007/s00399-019-0631-1,pub.1119772598,31338579,2019
1210,10.1007/s00399-019-0630-2,pub.1117788146,31278607,2019
1211,10.1002/ana.25551,pub.1117966851,31298762,2019
1212,10.3899/jrheum.180795,pub.1112477267,30824645,2019
1213,10.1136/rmdopen-2019-001003,pub.1121040725,31673411,2019
1214,10.1136/bmjpo-2019-000519,pub.1121268651,31646193,2019
1215,10.1016/j.psychres.2018.02.055,pub.1101397414,29699889,2019
1216,10.1016/j.pcad.2019.10.007,pub.1122458885,31715194,2019
1217,10.1002/humu.23818,pub.1115800631,31131967,2019
1218,10.1016/j.bbr.2019.111915,pub.1113476480,30998993,2019
1219,10.1007/s00417-019-04366-3,pub.1116997327,31175444,2019
1220,10.1016/j.anaerobe.2019.102093,pub.1120862744,31494260,2019
1221,10.1016/j.mvr.2019.103882,pub.1113939877,31075242,2019
1222,10.1002/jmri.26680,pub.1111904801,30714251,2019
1223,10.1002/path.5285,pub.1113831646,31038736,2019
1224,10.1038/s41436-018-0368-y,pub.1111765571,30696996,2019
1225,10.1213/ane.0000000000003397,pub.1120415240,31425211,2019
1226,10.1007/s00402-019-03171-1,pub.1112983248,30911828,2019
1227,10.1016/j.bbadis.2018.12.011,pub.1110636120,30557699,2019
1228,10.1158/1940-6207.capr-19-0156,pub.1119775684,31337647,2019
1229,10.1097/md.0000000000017185,pub.1121406488,31567961,2019
1230,10.1016/j.nbd.2019.05.008,pub.1114284549,31102767,2019
1231,10.1007/s00259-019-04407-3,pub.1117871395,31289907,2019
1232,10.1111/jdv.15640,pub.1113752203,31025425,2019
1233,10.1111/jch.13656,pub.1120596414,31448856,2019
1234,10.1111/dmcn.14171,pub.1111917207,30720201,2019
1235,10.3324/haematol.2018.205211,pub.1111999084,30733269,2019
1236,10.1016/j.athoracsur.2019.02.016,pub.1112774783,30885848,2019
1237,10.1097/hjh.0000000000002241,pub.1120960297,31503137,2019
1238,10.1007/s00701-019-03997-z,pub.1117831663,31286238,2019
1239,10.1038/s41581-019-0167-y,pub.1117486629,31239546,2019
1240,10.1177/0284185118820058,pub.1111271381,30621443,2019
1241,10.3324/haematol.2018.206433,pub.1111824521,30705097,2019
1242,10.1002/jimd.12105,pub.1114972381,31111503,2019
1243,10.1007/s00101-019-00634-3,pub.1120209476,31396675,2019
1244,10.1097/hjh.0000000000002125,pub.1113840206,31045966,2019
1245,10.1038/s41592-019-0501-0,pub.1120126962,31384047,2019
1246,10.1097/tp.0000000000002846,pub.1120612557,31449167,2019
1247,10.1007/s00115-019-0736-0,pub.1114500277,31098651,2019
1248,10.1055/a-0981-6906,pub.1121012860,31525800,2019
1249,10.1016/j.neo.2019.07.003,pub.1120030815,31382165,2019
1250,10.1002/mgg3.615,pub.1118086957,31319022,2019
1251,10.1111/his.13890,pub.1113876292,31050844,2019
1252,10.1016/s2213-8587(19)30155-x,pub.1120018653,31377265,2019
1253,10.1016/s2213-8587(19)30187-1,pub.1119750300,31345776,2019
1254,10.1016/j.jinf.2019.07.003,pub.1118013468,31319141,2019
1255,10.1007/s11547-019-01039-3,pub.1113623377,31011996,2019
1256,10.1007/s00103-019-02991-1,pub.1120306037,31410523,2019
1257,10.1007/s00062-018-0690-4,pub.1103973667,29761219,2019
1258,10.1007/s00392-019-01428-8,pub.1111893412,30712147,2019
1259,10.1007/s00702-019-01985-2,pub.1112073941,30747311,2019
1260,10.1002/eji.201848053,pub.1116041398,31149730,2019
1261,10.1038/s41375-019-0496-7,pub.1117500866,31243313,2019
1262,10.1016/j.jcf.2019.05.006,pub.1115926784,31147302,2019
1263,10.1002/ejhf.1431,pub.1113053565,30924265,2019
1264,10.1136/rmdopen-2019-001020,pub.1121200138,31673416,2019
1265,10.1016/j.wneu.2019.05.248,pub.1116874533,31181365,2019
1266,10.1016/j.exger.2019.110641,pub.1117479694,31252161,2019
1267,10.1016/j.clinph.2019.05.035,pub.1117919859,31351371,2019
1268,10.2147/cmar.s194337,pub.1121200289,31576173,2019
1269,10.3324/haematol.2019.222588,pub.1113600905,31004028,2019
1270,10.1007/s11739-019-02075-7,pub.1112984247,30912002,2019
1271,10.1053/j.gastro.2019.05.013,pub.1114846786,31121167,2019
1272,10.1177/2047487319839263,pub.1113355465,30971111,2019
1273,10.1097/qad.0000000000002360,pub.1120843649,31483378,2019
1274,10.1016/s1470-2045(19)30487-5,pub.1120789624,31486360,2019
1275,10.1016/j.jelectrocard.2019.06.008,pub.1117407321,31255952,2019
1276,10.1177/0363546519862850,pub.1120111877,31373831,2019
1277,10.1016/j.ijcard.2019.03.017,pub.1112776195,30917899,2019
1278,10.1556/1886.2019.00017,pub.1120914870,31662887,2019
1279,10.1016/j.amjmed.2019.04.013,pub.1113878118,31054829,2019
1280,10.1007/s00104-019-0801-z,pub.1111839476,30707248,2019
1281,10.1177/0284185118817936,pub.1110591670,30541328,2019
1282,10.1111/jcpe.13157,pub.1116186120,31152600,2019
1283,10.1016/j.ejogrb.2019.06.003,pub.1117323913,31284089,2019
1284,10.1016/j.parkreldis.2019.02.020,pub.1112195109,30898428,2019
1285,10.1016/j.jhep.2019.04.017,pub.1114201636,31096005,2019
1286,10.1016/j.brs.2019.04.003,pub.1113448734,31031208,2019
1287,10.1016/j.eururo.2019.05.041,pub.1117406747,31235192,2019
1288,10.1016/j.ygyno.2019.06.014,pub.1117408469,31230821,2019
1289,10.2147/mder.s220151,pub.1120824532,31564999,2019
1290,10.1016/s0140-6736(19)32093-8,pub.1120900309,31500851,2019
1291,10.1007/s00330-019-06039-5,pub.1112225220,30783786,2019
1292,10.1007/s00399-019-0632-0,pub.1120308071,31410560,2019
1293,10.1111/acps.13066,pub.1117694723,31264708,2019
1294,10.1136/rmdopen-2019-001014,pub.1120996914,31565245,2019
1295,10.1007/s00115-019-00803-0,pub.1120718915,31471620,2019
1296,10.1093/infdis/jiz274,pub.1116619866,31165162,2019
1297,10.3389/fnsys.2019.00043,pub.1120694269,31543762,2019
1298,10.1007/s00115-019-00792-0,pub.1120687614,31468091,2019
1299,10.1089/jwh.2018.7618,pub.1120657338,31464553,2019
1300,10.3324/haematol.2019.217307,pub.1120693388,31467127,2019
1301,10.1038/s41375-019-0551-4,pub.1120631371,31462736,2019
1302,10.3390/jcm8091328,pub.1120678276,31466364,2019
1303,10.3389/fpubh.2019.00245,pub.1120637841,31555631,2019
1304,10.1007/s00406-019-01055-4,pub.1120656466,31463563,2019
1305,10.1007/s00115-019-0782-7,pub.1120656437,31463534,2019
1306,10.11817/j.issn.1672-7347.2019.190098,pub.1121407186,31570672,2019
1307,10.7150/jca.35180,pub.1121610238,31598160,2019
1308,10.1038/s41569-019-0249-3,pub.1120602090,31455868,2019
1309,10.1515/jpm-2018-0436,pub.1117143416,31194687,2019
1310,10.1002/ccd.28458,pub.1120596285,31448867,2019
1311,10.1002/jcsm.12491,pub.1120492361,31441598,2019
1312,10.3390/jcm8091285,pub.1120523704,31443575,2019
1313,10.3390/jcm8091280,pub.1120519058,31443535,2019
1314,10.2196/13414,pub.1117332255,31441432,2019
1315,10.1007/s00106-019-0721-8,pub.1120489403,31440773,2019
1316,10.1007/s00592-019-01400-y,pub.1120486693,31435786,2019
1317,10.3233/shti190541,pub.1120529067,31438238,2019
1318,10.3390/ijerph16173030,pub.1120477715,31438589,2019
1319,10.3390/ijerph16163000,pub.1120474009,31434329,2019
1320,10.1111/jdv.15794,pub.1118007728,31306527,2019
1321,10.1073/pnas.1908072116,pub.1120022886,31371507,2019
1322,10.1111/bjd.18040,pub.1114283401,31090221,2019
1323,10.3390/biom9080382,pub.1120404157,31431000,2019
1324,10.1055/a-0966-9915,pub.1120402423,31426118,2019
1325,10.1002/bjs.11283,pub.1120394982,31424576,2019
1326,10.1002/acr.24051,pub.1120388231,31421022,2019
1327,10.1002/acr.24044,pub.1120387449,31421019,2019
1328,10.3389/fimmu.2019.01954,pub.1120340401,31475013,2019
1329,10.1093/cid/ciz095,pub.1111742269,30945746,2019
1330,10.3389/fimmu.2019.01867,pub.1120341770,31474979,2019
1331,10.1371/journal.pone.0220681,pub.1120377090,31419226,2019
1332,10.2807/1560-7917.es.2019.24.33.1900015,pub.1120380575,31431211,2019
1333,10.1007/s00259-019-04439-9,pub.1120328976,31414209,2019
1334,10.1093/ajh/hpz074,pub.1113882089,31051512,2019
1335,10.1245/s10434-019-07696-y,pub.1120330051,31414295,2019
1336,10.3324/haematol.2019.222323,pub.1120330188,31413097,2019
1337,10.18632/oncotarget.27132,pub.1120321211,31452838,2019
1338,10.1002/hep.30821,pub.1117297083,31222783,2019
1339,10.3389/fpsyt.2019.00556,pub.1120286043,31456702,2019
1340,10.1002/hep.30840,pub.1117623974,31254392,2019
1341,10.1007/s00784-019-03044-2,pub.1120310326,31410675,2019
1342,10.1007/s00393-019-00686-1,pub.1120310089,31410548,2019
1343,10.3390/cancers11081161,pub.1120326919,31412671,2019
1344,10.1007/s11325-019-01904-5,pub.1120277376,31402439,2019
1345,10.1007/s00392-019-01537-4,pub.1120269435,31401672,2019
1346,10.3390/jcm8081188,pub.1120199315,31398853,2019
1347,10.2807/1560-7917.es.2019.24.32.1800603,pub.1120243704,31411135,2019
1348,10.1182/blood.2018881029,pub.1113622987,31010847,2019
1349,10.1007/s10741-019-09835-9,pub.1120203258,31396762,2019
1350,10.1172/jci.insight.128435,pub.1120198064,31391340,2019
1351,10.3389/fnins.2019.00783,pub.1120182558,31440126,2019
1352,10.1055/a-0970-9310,pub.1120194415,31390660,2019
1353,10.1371/journal.pone.0219662,pub.1120196815,31390345,2019
1354,10.1093/eurheartj/ehz547,pub.1120186251,31390025,2019
1355,10.4269/ajtmh.19-0224,pub.1117294138,31218998,2019
1356,10.3389/fimmu.2019.01833,pub.1120184472,31447845,2019
1357,10.1161/jaha.119.012531,pub.1119774848,31333075,2019
1358,10.2196/14991,pub.1118158289,31381501,2019
1359,10.1007/s00520-019-05000-y,pub.1120142473,31385100,2019
1360,10.18632/aging.102130,pub.1120124483,31377747,2019
1361,10.1080/14737175.2019.1565996,pub.1111218897,30614741,2019
1362,10.1093/cercor/bhz128,pub.1116152686,31373629,2019
1363,10.1093/ndt/gfz026,pub.1111922176,30830155,2019
1364,10.1210/js.2019-00082,pub.1113681252,31317123,2019
1365,10.1055/a-0960-9846,pub.1120025565,31370081,2019
1366,10.1007/s10741-019-09843-9,pub.1120032556,31372789,2019
1367,10.1093/eurheartj/ehz185,pub.1112736005,31145798,2019
1368,10.1093/brain/awz152,pub.1114183647,31169872,2019
1369,10.1093/annonc/mdz158,pub.1113981134,31095287,2019
1370,10.1093/annonc/mdz176,pub.1116123408,31150059,2019
1371,10.1016/j.bbi.2019.06.014,pub.1116872453,31181345,2019
1372,10.1007/s00101-019-0620-0,pub.1120510351,31444499,2019
1373,10.1055/a-0750-6376,pub.1110015163,30452071,2019
1374,10.1016/s0140-6736(19)31629-0,pub.1118012127,31320200,2019
1375,10.1007/s10585-019-09972-3,pub.1114523662,31102066,2019
1376,10.1038/s41590-019-0417-y,pub.1117655715,31263276,2019
1377,10.2147/cmar.s214243,pub.1120397375,31695486,2019
1378,10.1038/s41440-019-0256-0,pub.1113182222,30944414,2019
1379,10.1161/hypertensionaha.119.12956,pub.1117919802,31291149,2019
1380,10.1016/j.ajhg.2019.06.009,pub.1119781879,31353022,2019
1381,10.1097/wco.0000000000000679,pub.1112605915,30844863,2019
1382,10.21037/jtd.2019.07.73,pub.1120740397,31559050,2019
1383,10.1136/rmdopen-2019-000946,pub.1120799225,31565241,2019
1384,10.1016/j.schres.2018.12.027,pub.1110881229,30587425,2019
1385,10.1002/mds.27739,pub.1117289862,31211461,2019
1386,10.1111/epi.16095,pub.1117503780,31247135,2019
1387,10.1007/s00404-019-05179-9,pub.1114040726,31076854,2019
1388,10.1016/j.jdiacomp.2019.04.016,pub.1114030629,31167710,2019
1389,10.1016/j.ijcard.2019.04.036,pub.1113403983,31088758,2019
1390,10.1016/j.jmig.2019.08.019,pub.1120486895,31449906,2019
1391,10.1097/tp.0000000000002776,pub.1113797555,31033649,2019
1392,10.1016/j.neuropsychologia.2019.05.020,pub.1115979002,31152753,2019
1393,10.1002/gcc.22733,pub.1111575562,30664300,2019
1394,10.1016/s1474-4422(19)30141-3,pub.1117701528,31278067,2019
1395,10.1177/1747493019830303,pub.1112781888,30875277,2019
1396,10.1007/s12012-019-09508-x,pub.1111933481,30725262,2019
1397,10.1016/s1470-2045(19)30390-0,pub.1117624079,31262656,2019
1398,10.1053/j.ajkd.2019.02.014,pub.1113604022,31010601,2019
1399,10.1007/s00106-019-0668-9,pub.1114005588,31069402,2019
1400,10.1016/j.neurobiolaging.2019.04.017,pub.1113879347,31170532,2019
1401,10.1136/bmjopen-2018-027931,pub.1120112177,31375611,2019
1402,10.1177/0141076819854194,pub.1120337179,31414936,2019
1403,10.1016/j.hpb.2019.07.003,pub.1120103929,31383591,2019
1404,10.1007/s00402-019-03152-4,pub.1112465634,30820695,2019
1405,10.1017/s1092852918001311,pub.1111014650,30596361,2019
1406,10.1038/s41375-019-0395-y,pub.1111950346,30728457,2019
1407,10.1161/strokeaha.118.023124,pub.1117874887,31284847,2019
