article,best_identifier,repository,repository_re3data,repository_type,license_fuji,license_numbat,guid_scheme_fuji,fuji_percent,fuji_percent_f,fuji_percent_a,fuji_percent_i,fuji_percent_r,fuji_percent_f1,fuji_percent_f2,fuji_percent_f3,fuji_percent_f4,fuji_percent_a1,fuji_percent_i1,fuji_percent_i2,fuji_percent_i3,fuji_percent_r1,fuji_percent_r1_1,fuji_percent_r1_2,fuji_percent_r1_3,FsF-F1-01D,FsF-F1-02D,FsF-F2-01M,FsF-F3-01M,FsF-F4-01M,FsF-A1-01M,FsF-A1-02M,FsF-A1-03D,FsF-I1-01M,FsF-I2-01M,FsF-I3-01M,FsF-R1-01MD,FsF-R1.1-01M,FsF-R1.2-01M,FsF-R1.3-01M,FsF-R1.3-02D
10.7554/elife.80165,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE205978,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1111/nyas.14848,https://osf.io/gcjqr/,Open Science Framework (OSF),Open Science Framework (OSF),general-purpose repository,no license,NULL,url,33.33,42.86,33.33,25,30,50,50,0,50,33.33,50,0,0,25,0,50,50,100,0,50,0,50,0,100,0,50,0,0,25,0,50,100,0
10.1186/s12014-022-09346-0,https://www.ebi.ac.uk/pride/archive/projects/PXD029133,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1038/s41591-022-01688-4,https://www.ebi.ac.uk/ena/browser/view/PRJEB37249,EMBL-EBI European Nucleotide Archive,EMBL-EBI European Nucleotide Archive,field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1038/s41591-022-01688-4,https://doi.org/doi:10.25345/C5CV76,Mass Spectrometry Interactive Virtual Environment,Mass Spectrometry Interactive Virtual Environment,field-specific repository,no license,CC0,url,37.5,57.14,33.33,25,30,100,50,0,50,33.33,50,0,0,25,0,50,50,100,100,50,0,50,0,100,0,50,0,0,25,0,50,100,0
10.1084/jem.20220826,https://www.ebi.ac.uk/emdb/EMD-27270,EMBL-EBI The Electron Microscopy Data Bank,EMBL-EBI The Electron Microscopy Data Bank,field-specific repository,no license,NULL,url,27.08,35.71,33.33,0,30,50,25,0,50,33.33,0,0,0,25,0,50,50,100,0,25,0,50,0,100,0,0,0,0,25,0,50,100,0
10.1084/jem.20220826,https://doi.org/10.2210/pdb8DAD/pdb,Worldwide Protein Data Bank,Worldwide Protein Data Bank,field-specific repository,no license,NULL,doi,35.42,50,33.33,50,20,100,25,0,50,33.33,50,100,0,0,0,50,50,100,100,25,0,50,0,100,0,50,100,0,0,0,50,100,0
10.1158/2326-6066.cir-22-0434,https://www.ncbi.nlm.nih.gov/sra/SRX16710581[accn],NCBI Sequence Read Archive (SRA),NCBI Sequence Read Archive (SRA),field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.3389/fcvm.2021.805095,https://www.ebi.ac.uk/pride/archive/projects/PXD029737,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1523/eneuro.0089-22.2022,https://doi.org/10.12751/g-node.j9wxqe,GIN,GIN,field-specific repository,no license,CC BY,doi,58.33,85.71,33.33,50,50,100,100,0,100,33.33,50,0,100,25,100,50,50,100,100,100,0,100,0,100,0,50,0,100,25,100,50,100,0
10.7554/elife.72819,https://doi.org/10.5061/dryad.8gtht76q2,DRYAD,DRYAD,general-purpose repository,no license,CC0,doi,79.17,100,100,100,50,100,100,100,100,100,100,100,100,25,100,50,50,100,100,100,100,100,100,100,100,100,100,100,25,100,50,100,0
10.1111/jcpe.13758,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE222437,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1038/s41467-022-35164-x,https://www.ebi.ac.uk/emdb/EMD-25362,EMBL-EBI The Electron Microscopy Data Bank,EMBL-EBI The Electron Microscopy Data Bank,field-specific repository,no license,NULL,url,27.08,35.71,33.33,0,30,50,25,0,50,33.33,0,0,0,25,0,50,50,100,0,25,0,50,0,100,0,0,0,0,25,0,50,100,0
10.1038/s41467-022-35164-x,https://doi.org/10.2210/pdb7sox/pdb,Worldwide Protein Data Bank,Worldwide Protein Data Bank,field-specific repository,no license,NULL,doi,35.42,50,33.33,50,20,100,25,0,50,33.33,50,100,0,0,0,50,50,100,100,25,0,50,0,100,0,50,100,0,0,0,50,100,0
10.1038/s41590-022-01327-7,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE197037,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1002/capr.12529,doi.org/10.17605/OSF.IO/STGVX,Open Science Framework (OSF),Open Science Framework (OSF),general-purpose repository,no license,NULL,doi,45.83,71.43,33.33,50,30,100,50,0,100,33.33,100,0,0,25,0,50,50,100,100,50,0,100,0,100,0,100,0,0,25,0,50,100,0
10.1016/j.bpsgos.2022.01.009,https://www.ebi.ac.uk/ena/browser/view/PRJEB41217,EMBL-EBI European Nucleotide Archive,EMBL-EBI European Nucleotide Archive,field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1158/1078-0432.ccr-21-1881,https://www.ncbi.nlm.nih.gov/sra/SRX12751274[accn],NCBI Sequence Read Archive (SRA),NCBI Sequence Read Archive (SRA),field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1111/nan.12866,https://doi.org/10.5281/zenodo.6543147,Zenodo,Zenodo,general-purpose repository,no license,CC BY,doi,75,85.71,100,75,60,100,50,100,100,100,100,0,100,25,100,50,100,100,100,50,100,100,100,100,100,100,0,100,25,100,50,100,100
10.1172/jci150951,https://www.ebi.ac.uk/pride/archive/projects/PXD018170,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.7554/elife.73012,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168400,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.7554/elife.83947,10.17632/nwjcn4fy87.1,Mendeley Data,Mendeley Data,general-purpose repository,no license,CC BY,doi,62.5,85.71,33.33,75,50,100,100,0,100,33.33,100,0,100,25,100,50,50,100,100,100,0,100,0,100,0,100,0,100,25,100,50,100,0
10.7554/elife.83947,https://www.ebi.ac.uk/pride/archive/projects/PXD036786,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1172/jci157780,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE192720,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1371/journal.pdig.0000007,https://www.ebi.ac.uk/pride/archive/projects/PXD029009,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.3389/fevo.2022.791762,https://www.ncbi.nlm.nih.gov/nuccore/OL880471,NCBI Nucleotide (Nuccore),NCBI Nucleotide (Nuccore),field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1158/2159-8290.cd-22-0210,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE184721,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1158/2159-8290.cd-22-0210,https://www.ebi.ac.uk/emdb/EMD-33329,EMBL-EBI The Electron Microscopy Data Bank,EMBL-EBI The Electron Microscopy Data Bank,field-specific repository,no license,NULL,url,27.08,35.71,33.33,0,30,50,25,0,50,33.33,0,0,0,25,0,50,50,100,0,25,0,50,0,100,0,0,0,0,25,0,50,100,0
10.1158/2159-8290.cd-22-0210,https://www.ebi.ac.uk/pride/archive/projects/PXD029527,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.7554/elife.75517,https://doi.org/10.5281/zenodo.5552207,Zenodo,Zenodo,general-purpose repository,no license,CC BY,doi,79.17,100,100,75,60,100,100,100,100,100,100,0,100,25,100,50,100,100,100,100,100,100,100,100,100,100,0,100,25,100,50,100,100
10.1038/s41467-022-28569-1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE172426,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.7554/elife.77490,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE205162,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1371/journal.pdig.0000094,https://osf.io/4fh6g/,Open Science Framework (OSF),Open Science Framework (OSF),general-purpose repository,no license,CC0,url,41.67,57.14,33.33,25,40,50,100,0,50,33.33,50,0,0,25,50,50,50,100,0,100,0,50,0,100,0,50,0,0,25,50,50,100,0
10.1080/2162402x.2022.2148850,https://www.ebi.ac.uk/pride/archive/projects/PXD033542,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1080/2162402x.2022.2148850,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-12064,EMBL-EBI BioStudies,EMBL-EBI BioStudies,field-specific repository,no license,NULL,url,22.92,35.71,33.33,0,20,50,25,0,50,33.33,0,0,0,25,0,0,50,100,0,25,0,50,0,100,0,0,0,0,25,0,0,100,0
10.1080/2162402x.2022.2148850,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE200101,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1002/pon.5798,doi.org/10.17605/OSF.IO/YJ5CA,Open Science Framework (OSF),Open Science Framework (OSF),general-purpose repository,CC BY,CC BY,doi,52.08,71.43,50,50,40,100,50,0,100,50,100,0,0,25,50,50,50,100,100,50,0,100,50,100,0,100,0,0,25,50,50,100,0
10.1016/j.envres.2022.113896,https://doi.org/10.5281/zenodo.6523797,Zenodo,Zenodo,general-purpose repository,no license,CC BY,doi,79.17,100,100,75,60,100,100,100,100,100,100,0,100,25,100,50,100,100,100,100,100,100,100,100,100,100,0,100,25,100,50,100,100
10.1016/j.neuroimage.2022.119190,https://doi.org/10.7303/syn26712693,Synapse,Synapse,field-specific repository,no license,CC BY,doi,41.67,71.43,33.33,25,30,100,50,0,100,33.33,50,0,0,25,0,50,50,100,100,50,0,100,0,100,0,50,0,0,25,0,50,100,0
10.1016/j.ccell.2022.02.006,https://www.ebi.ac.uk/pride/archive/projects/PXD022894,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1002/glia.24274,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE172284,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.canlet.2022.215767,doi.org/10.17632/pbbx6gckck.1,Mendeley Data,Mendeley Data,general-purpose repository,no license,CC BY,doi,62.5,85.71,33.33,75,50,100,100,0,100,33.33,100,0,100,25,100,50,50,100,100,100,0,100,0,100,0,100,0,100,25,100,50,100,0
10.1016/j.cortex.2022.08.004,https://osf.io/ykcd8/,Open Science Framework (OSF),Open Science Framework (OSF),general-purpose repository,no license,NULL,url,37.5,57.14,33.33,25,30,50,100,0,50,33.33,50,0,0,25,0,50,50,100,0,100,0,50,0,100,0,50,0,0,25,0,50,100,0
10.1016/j.cell.2022.06.025,https://www.ebi.ac.uk/emdb/EMD-25583,EMBL-EBI The Electron Microscopy Data Bank,EMBL-EBI The Electron Microscopy Data Bank,field-specific repository,no license,NULL,url,27.08,35.71,33.33,0,30,50,25,0,50,33.33,0,0,0,25,0,50,50,100,0,25,0,50,0,100,0,0,0,0,25,0,50,100,0
10.1002/ijc.33995,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196303,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.ajhg.2022.06.012,https://www.ncbi.nlm.nih.gov/sra/SRX13157003[accn],NCBI Sequence Read Archive (SRA),NCBI Sequence Read Archive (SRA),field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.celrep.2022.111751,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE189909,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1002/jev2.12207,https://www.ebi.ac.uk/pride/archive/projects/PXD014572,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.bioorg.2021.105505,https://www.ebi.ac.uk/pride/archive/projects/PXD018674,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.bioorg.2021.105505,https://www.ebi.ac.uk/ena/browser/view/PRJEB42732,EMBL-EBI European Nucleotide Archive,EMBL-EBI European Nucleotide Archive,field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1002/path.5925,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE202067,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.dcn.2022.101192,https://osf.io/qx2wp/,Open Science Framework (OSF),Open Science Framework (OSF),general-purpose repository,no license,NULL,url,33.33,42.86,33.33,25,30,50,50,0,50,33.33,50,0,0,25,0,50,50,100,0,50,0,50,0,100,0,50,0,0,25,0,50,100,0
10.1007/s00401-022-02508-2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE211156,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.cell.2022.06.007,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE185386,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.csbj.2022.09.042,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE208041,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.jpain.2021.12.015,https://osf.io/2nyt6/,Open Science Framework (OSF),Open Science Framework (OSF),general-purpose repository,no license,CC BY,url,41.67,57.14,33.33,25,40,50,100,0,50,33.33,50,0,0,25,50,50,50,100,0,100,0,50,0,100,0,50,0,0,25,50,50,100,0
10.1016/j.molmet.2022.101626,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE146049,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.devcel.2022.04.010,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182257,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.3390/ijms23031226,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE189930,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.3389/fimmu.2022.928018,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE200250,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1111/cge.14241,10.5281/zenodo.6206868,Zenodo,Zenodo,general-purpose repository,no license,CC BY,doi,79.17,100,100,75,60,100,100,100,100,100,100,0,100,25,100,50,100,100,100,100,100,100,100,100,100,100,0,100,25,100,50,100,100
10.1038/s41380-021-01385-7,https://doi.org/10.2210/pdb7OW1/pdb,Worldwide Protein Data Bank,Worldwide Protein Data Bank,field-specific repository,no license,NULL,doi,35.42,50,33.33,50,20,100,25,0,50,33.33,50,100,0,0,0,50,50,100,100,25,0,50,0,100,0,50,100,0,0,0,50,100,0
10.1111/apha.13773,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178586,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1126/sciadv.abk2814,https://doi.org/10.5281/zenodo.6477501,Zenodo,Zenodo,general-purpose repository,no license,CC BY,doi,62.5,71.43,66.67,75,50,100,50,0,100,66.67,100,0,100,25,100,50,50,100,100,50,0,100,100,100,0,100,0,100,25,100,50,100,0
10.1016/j.ymthe.2022.03.014,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE191080,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1038/s41375-022-01755-2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE205802,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.dib.2022.108347,https://doi.org/10.17632/wrhr5862cb.4,Mendeley Data,Mendeley Data,general-purpose repository,no license,CC BY,doi,62.5,85.71,33.33,75,50,100,100,0,100,33.33,100,0,100,25,100,50,50,100,100,100,0,100,0,100,0,100,0,100,25,100,50,100,0
10.1002/path.5808,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178416,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.dib.2022.108542,https://doi.org/10.5281/zenodo.6640670,Zenodo,Zenodo,general-purpose repository,no license,NULL,doi,58.33,71.43,66.67,75,40,100,50,0,100,66.67,100,0,100,25,50,50,50,100,100,50,0,100,100,100,0,100,0,100,25,50,50,100,0
10.1038/s41586-022-05297-6,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE211735,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.3389/fimmu.2022.863895,https://www.ncbi.nlm.nih.gov/nuccore/OM272991.1/,NCBI Nucleotide (Nuccore),NCBI Nucleotide (Nuccore),field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1172/jci.insight.154573,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE186705,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1172/jci.insight.154395,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE173610,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.3389/fgene.2022.867018,https://www.ebi.ac.uk/ena/browser/view/PRJEB50518,EMBL-EBI European Nucleotide Archive,EMBL-EBI European Nucleotide Archive,field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.3390/antibiotics11101286,https://www.ebi.ac.uk/ena/browser/view/PRJEB39867,EMBL-EBI European Nucleotide Archive,EMBL-EBI European Nucleotide Archive,field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1186/s12864-022-08801-4,https://www.ncbi.nlm.nih.gov/sra/SRX13822077[accn],NCBI Sequence Read Archive (SRA),NCBI Sequence Read Archive (SRA),field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1002/ijc.33842,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-10577,EMBL-EBI BioStudies,EMBL-EBI BioStudies,field-specific repository,no license,NULL,url,22.92,35.71,33.33,0,20,50,25,0,50,33.33,0,0,0,25,0,0,50,100,0,25,0,50,0,100,0,0,0,0,25,0,0,100,0
10.1371/journal.pone.0271723,https://doi.org/10.6084/m9.figshare.5480224.v1,figshare,figshare,general-purpose repository,no license,CC BY,doi,75,100,66.67,75,60,100,100,100,100,66.67,100,0,100,25,100,50,100,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,100
10.1111/ajt.17119,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194124,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1084/jem.20220233,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE199191,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1084/jem.20220233,https://www.ebi.ac.uk/pride/archive/projects/PXD034829,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
