"title";"doi";"url";"research_org_names";"research_orgs";"year";"journal_title"
"Profibrotic priming of airway cell types and drug responses in early-stage idiopathic pulmonary fibrosis";"10.1101/2022.03.09.483638";"10.1101/2022.03.09.483638";"Center for Digital Health, Berlin Institute of Health (BIH) and Charité - Universitätsmedizin Berlin, corporate member of Freie Universität Berlin, Humboldt-Universität zu Berlin, Berlin, Germany; Division of Redox Regulation, German Cancer Research Center (DKFZ), Heidelberg, Germany; Faculty of Health, Medicine and Life Sciences, Department of Pharmacology and Toxicology, NUTRIM School of Nutrition, Translational Research and Metabolism, Maastricht University, Maastricht, the Netherlands; Translational Research Unit, Thoraxklinik, Heidelberg University Hospital, Heidelberg, Germany; Translational Lung Research Center Heidelberg (TLRC), German Center for Lung Research (DZL), Heidelberg, Germany; Center for Digital Health, Berlin Institute of Health (BIH) and Charité - Universitätsmedizin Berlin, corporate member of Freie Universität Berlin, Humboldt-Universität zu Berlin, Berlin, Germany; Translational Research Unit, Thoraxklinik, Heidelberg University Hospital, Heidelberg, Germany; Translational Lung Research Center Heidelberg (TLRC), German Center for Lung Research (DZL), Heidelberg, Germany; Center for interstitial and rare lung diseases, Pneumology, Thoraxklinik, Heidelberg University Hospital, Heidelberg, Germany; Translational Lung Research Center Heidelberg (TLRC), German Center for Lung Research (DZL), Heidelberg, Germany; Faculty of Health, Medicine and Life Sciences, Department of Pharmacology and Toxicology, NUTRIM School of Nutrition, Translational Research and Metabolism, Maastricht University, Maastricht, the Netherlands; Center for Digital Health, Berlin Institute of Health (BIH) and Charité - Universitätsmedizin Berlin, corporate member of Freie Universität Berlin, Humboldt-Universität zu Berlin, Berlin, Germany; German Center for Lung Research (DZL), Berlin, Germany; Health Data Science Unit, Heidelberg University Hospital and BioQuant, Heidelberg, Germany; Center for interstitial and rare lung diseases, Pneumology, Thoraxklinik, Heidelberg University Hospital, Heidelberg, Germany; Translational Lung Research Center Heidelberg (TLRC), German Center for Lung Research (DZL), Heidelberg, Germany; Center for Digital Health, Berlin Institute of Health (BIH) and Charité - Universitätsmedizin Berlin, corporate member of Freie Universität Berlin, Humboldt-Universität zu Berlin, Berlin, Germany";"Berlin Institute of Health at Charité - Universitätsmedizin Berlin; German Cancer Research Center; German Center for Lung Research; Berlin Institute of Health at Charité - Universitätsmedizin Berlin; German Center for Lung Research; University Hospital Heidelberg; Maastricht University; Berlin Institute of Health at Charité - Universitätsmedizin Berlin; University Hospital Heidelberg; Berlin Institute of Health at Charité - Universitätsmedizin Berlin";"2022";"bioRxiv (Cold Spring Harbor Laboratory)"
"Flexible Sensory-Motor Mapping Rules Manifest in Correlated Variability of Stimulus and Action Codes Across the Brain";"10.1101/2022.03.10.483758";"10.1101/2022.03.10.483758";"Section Computational Cognitive Neuroscience, Department of Neurophysiology and Pathophysiology, University Medical Center Hamburg-Eppendorf, Hamburg, Germany; Section Computational Cognitive Neuroscience, Department of Neurophysiology and Pathophysiology, University Medical Center Hamburg-Eppendorf, Hamburg, Germany; Section Computational Cognitive Neuroscience, Department of Neurophysiology and Pathophysiology, University Medical Center Hamburg-Eppendorf, Hamburg, Germany; Section Computational Cognitive Neuroscience, Department of Neurophysiology and Pathophysiology, University Medical Center Hamburg-Eppendorf, Hamburg, Germany; Trinity College Institute of Neuroscience and School of Psychology, Trinity College Dublin, Dublin, Ireland; ; Bernstein Center for Computational Neuroscience, Charité Universitätsmedizin, Berlin, Germany; Section Computational Cognitive Neuroscience, Department of Neurophysiology and Pathophysiology, University Medical Center Hamburg-Eppendorf, Hamburg, Germany";"University Medical Center Hamburg-Eppendorf; University Medical Center Hamburg-Eppendorf; University Medical Center Hamburg-Eppendorf; University Medical Center Hamburg-Eppendorf; NA; Bernstein Center for Computational Neuroscience Berlin";"2022";"bioRxiv (Cold Spring Harbor Laboratory)"
"Timing of the onset of weight discordance in pathologic monochorionic twin pregnancies.";"10.21203/rs.3.rs-1428712/v1";"10.21203/rs.3.rs-1428712/v1";"University of California San Francisco; Bürgerhospital Frankfurt, Department of Obstetrics and Gynecology, Frankfurt am Main, Germany; University of Heidelberg Medical Center; Charité University Medicine Berlin, Germany; Hospital Israelita Albert Einstein, São Paulo, Brasil; University of Heidelberg Medical Center";"University of California, San Francisco; Bürgerhospital Frankfurt am Main; Heidelberg University; Charité - Universitätsmedizin Berlin; Hospital Israelita Albert Einstein; Heidelberg University";"2022";"Research Square"
"Syntaxin-1A modulates vesicle fusion in mammalian neurons via juxtamembrane domain dependent palmitoylation of its transmembrane domain";"10.1101/2022.03.11.483937";"10.1101/2022.03.11.483937";"Department of Neurophysiology, Charité-Universitätsmedizin Berlin, Humboldt-Universität zu Berlin, and Berlin Institute of Health, 07 Berlin, Germany; Department of Neurophysiology, Charité-Universitätsmedizin Berlin, Humboldt-Universität zu Berlin, and Berlin Institute of Health, 07 Berlin, Germany; Department of Neurophysiology, Charité-Universitätsmedizin Berlin, Humboldt-Universität zu Berlin, and Berlin Institute of Health, 07 Berlin, Germany; Department of Neurophysiology, Charité-Universitätsmedizin Berlin, Humboldt-Universität zu Berlin, and Berlin Institute of Health, 07 Berlin, Germany; Department of Neurophysiology, Charité-Universitätsmedizin Berlin, Humboldt-Universität zu Berlin, and Berlin Institute of Health, 07 Berlin, Germany; NeuroCure Excellence Cluster, Berlin, Germany";"Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin";"2022";"bioRxiv (Cold Spring Harbor Laboratory)"
"Unified classification and risk-stratification in Acute Myeloid Leukemia";"10.1101/2022.03.09.22271087";"10.1101/2022.03.09.22271087";"Center for Hematologic Malignancies, Memorial Sloan Kettering Cancer Center, New York, NY, USA; The Rockefeller University, New York, NY, USA; Center for Hematologic Malignancies, Memorial Sloan Kettering Cancer Center, New York, NY, USA; Center for Hematologic Malignancies, Memorial Sloan Kettering Cancer Center, New York, NY, USA; Center for Hematologic Malignancies, Memorial Sloan Kettering Cancer Center, New York, NY, USA; Centre for Trials Research, School of Medicine, Cardiff University, UK; Department of Haematology, School of Medicine, Cardiff University, UK; Institute of Immunology and Immunotherapy, University of Birmingham, UK; Computational Oncology Service, Department of Epidemiology & Biostatistics, Memorial Sloan Kettering Cancer Center, New York, NY, USA; Centre for Trials Research, School of Medicine, Cardiff University, UK; Nuffield Department of Population Health, University of Oxford, Oxford, UK; Department of Medical and Molecular Genetics, King’s College, London, UK; Computational Oncology Service, Department of Epidemiology & Biostatistics, Memorial Sloan Kettering Cancer Center, New York, NY, USA; Cancer, Ageing and Somatic Mutation Programme, Wellcome Sanger Institute, Hinxton, UK; Cancer, Ageing and Somatic Mutation Programme, Wellcome Sanger Institute, Hinxton, UK; Department of Hematology, Hemostasis, Oncology, and Stem Cell Transplantation, Hannover Medical School, Hannover, Germany; Department of Hematology, Oncology, and Tumorimmunology, Campus Virchow Klinikum, Berlin, Charité - Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt-Universität zu Berlin, Berlin, Germany; Department of Internal Medicine III, Ulm University, Ulm, Germany; Department of Haematology, School of Medicine, Cardiff University, UK; Centre for Trials Research, School of Medicine, Cardiff University, UK; Department of Internal Medicine III, Ulm University, Ulm, Germany; Cancer, Ageing and Somatic Mutation Programme, Wellcome Sanger Institute, Hinxton, UK; Visiting Professor University of Glasgow, formerly Cardiff University, UK; The Christie NHS Foundation Trust, Manchester, U.K.; Department of Haematology, Nottingham University Hospital, Nottingham, UK; Computational Oncology Service, Department of Epidemiology & Biostatistics, Memorial Sloan Kettering Cancer Center, New York, NY, USA; Department of Haematology and Wellcome Trust-MRC Cambridge Stem Cell Institute, University of Cambridge, UK; Center for Hematologic Malignancies, Memorial Sloan Kettering Cancer Center, New York, NY, USA";"Memorial Sloan Kettering Cancer Center; Memorial Sloan Kettering Cancer Center; Memorial Sloan Kettering Cancer Center; Memorial Sloan Kettering Cancer Center; Cardiff University; Cardiff University; University of Birmingham; Memorial Sloan Kettering Cancer Center; Cardiff University; University of Oxford; King's College London; Memorial Sloan Kettering Cancer Center; Wellcome Sanger Institute; Wellcome Sanger Institute; Hannover Medical School; Humboldt-Universität zu Berlin; University of Ulm; Cardiff University; Cardiff University; University of Ulm; Wellcome Sanger Institute; Cardiff University; The Christie NHS Foundation Trust; University of Nottingham; Memorial Sloan Kettering Cancer Center; Wellcome/MRC Cambridge Stem Cell Institute; Memorial Sloan Kettering Cancer Center";"2022";"medRxiv (Cold Spring Harbor Laboratory)"
"B cells are addicted to immunoglobulin production in the ER";"10.1101/2022.03.11.483940";"10.1101/2022.03.11.483940";"Max Delbrück Center for Molecular Medicine in the Helmholtz Association (MDC), Berlin, Germany; Technical University of Munich, Institute of Clinical Chemistry and Pathobiochemistry, School of Medicine, Klinikum rechts der Isar, Munich, Germany; Albert Ludwig University, Faculty of Biology, Freiburg im Breisgau, Germany; Max Planck Institute for Immunobiology and Epigenetics (IMPRS-IE), Freiburg, Germany; Max Delbrück Center for Molecular Medicine in the Helmholtz Association (MDC), Berlin, Germany; Max Delbrück Center for Molecular Medicine in the Helmholtz Association (MDC), Berlin, Germany; Charité – Universitätsmedizin Berlin, corporate member of Freie Universität and Humboldt-Universität zu Berlin, Berlin, Germany; Max Delbrück Center for Molecular Medicine in the Helmholtz Association (MDC), Berlin, Germany; Max Delbrück Center for Molecular Medicine in the Helmholtz Association (MDC), Berlin, Germany; University of Bielefeld, Faculty of Biology, Bielefeld, Germany; Technical University of Munich, Institute of Clinical Chemistry and Pathobiochemistry, School of Medicine, Klinikum rechts der Isar, Munich, Germany; Max Delbrück Center for Molecular Medicine in the Helmholtz Association (MDC), Berlin, Germany";"Max Delbrück Center for Molecular Medicine; University of Freiburg; Max Delbrück Center for Molecular Medicine; Humboldt-Universität zu Berlin; Max Delbrück Center for Molecular Medicine; Max Delbrück Center for Molecular Medicine; Bielefeld University; Rechts der Isar Hospital; Max Delbrück Center for Molecular Medicine";"2022";"bioRxiv (Cold Spring Harbor Laboratory)"
"Inorganic sulfur fixation via a new homocysteine synthase allows yeast cells to cooperatively compensate for methionine auxotrophy";"10.1101/2022.03.14.484209";"10.1101/2022.03.14.484209";"Molecular Biology of Metabolism Laboratory, The Francis Crick Institute; London, UK; Molecular Biology of Metabolism Laboratory, The Francis Crick Institute; London, UK; Department of Biochemistry, Charité Universitätsmedizin; Berlin, Germany; Molecular Biology of Metabolism Laboratory, The Francis Crick Institute; London, UK; Molecular Biology of Metabolism Laboratory, The Francis Crick Institute; London, UK; Department of Biochemistry, Charité Universitätsmedizin; Berlin, Germany; Department of Biochemistry, Charité Universitätsmedizin; Berlin, Germany; Department of Biochemistry, Charité Universitätsmedizin; Berlin, Germany; Department of Biochemistry, Charité Universitätsmedizin; Berlin, Germany; Department of Biochemistry, Charité Universitätsmedizin; Berlin, Germany; Molecular Biology of Metabolism Laboratory, The Francis Crick Institute; London, UK; Berlin, Germany; Core Facility - High Throughput Mass Spectrometry, Charité Universitätsmedizin; Molecular Biology of Metabolism Laboratory, The Francis Crick Institute; London, UK; Department of Biochemistry, Charité Universitätsmedizin; Berlin, Germany";"The Francis Crick Institute; The Francis Crick Institute; Charité - Universitätsmedizin Berlin; The Francis Crick Institute; The Francis Crick Institute; Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin; The Francis Crick Institute; High Throughput Biology (United States); Charité - Universitätsmedizin Berlin";"2022";"bioRxiv (Cold Spring Harbor Laboratory)"
"A large and rich EEG dataset for modeling human visual object recognition";"10.1101/2022.03.15.484473";"10.1101/2022.03.15.484473";"Department of Education and Psychology, Freie Universität Berlin, Berlin, Germany; Charité - Universitätsmedizin Berlin, Einstein Center for Neurosciences Berlin, Berlin, Germany; Bernstein Center for Computational Neuroscience Berlin, Berlin, Germany; Department of Computer Science, Goethe University, Frankfurt am Main, German; Department of Computer Science, Goethe University, Frankfurt am Main, German; Department of Education and Psychology, Freie Universität Berlin, Berlin, Germany; Berlin School of Mind and Brain, Humboldt-Universität zu Berlin, Berlin, Germany; Charité - Universitätsmedizin Berlin, Einstein Center for Neurosciences Berlin, Berlin, Germany; Bernstein Center for Computational Neuroscience Berlin, Berlin, Germany";"Freie Universität Berlin; Goethe University Frankfurt; Goethe University Frankfurt; Freie Universität Berlin";"2022";"bioRxiv (Cold Spring Harbor Laboratory)"
"Replacing bar graphs of continuous data with more informative graphics: Are we making progress?";"10.1101/2022.03.14.484206";"10.1101/2022.03.14.484206";"BIH QUEST Center for Responsible Research, Berlin Institutes of Health at Charité – Universitätsmedizin Berlin, Berlin, Germany; BIH QUEST Center for Responsible Research, Berlin Institutes of Health at Charité – Universitätsmedizin Berlin, Berlin, Germany; BIH QUEST Center for Responsible Research, Berlin Institutes of Health at Charité – Universitätsmedizin Berlin, Berlin, Germany; BIH QUEST Center for Responsible Research, Berlin Institutes of Health at Charité – Universitätsmedizin Berlin, Berlin, Germany";"Berlin Institute of Health at Charité - Universitätsmedizin Berlin; Berlin Institute of Health at Charité - Universitätsmedizin Berlin; Berlin Institute of Health at Charité - Universitätsmedizin Berlin; Berlin Institute of Health at Charité - Universitätsmedizin Berlin";"2022";"bioRxiv (Cold Spring Harbor Laboratory)"
"The Regulatory Mendelian Mutation score for GRCh38";"10.1101/2022.03.14.484240";"10.1101/2022.03.14.484240";"Berlin Institute of Health at Charité – Universitätsmedizin Berlin, Berlin, Germany; Berlin Institute of Health at Charité – Universitätsmedizin Berlin, Berlin, Germany; Institute of Human Genetics, University of Lübeck, Lübeck, Germany; Berlin Institute of Health at Charité – Universitätsmedizin Berlin, Berlin, Germany";"Berlin Institute of Health at Charité - Universitätsmedizin Berlin; Berlin Institute of Health at Charité - Universitätsmedizin Berlin; Berlin Institute of Health at Charité - Universitätsmedizin Berlin";"2022";"bioRxiv (Cold Spring Harbor Laboratory)"
"The genomic landscape across 474 surgically accessible epileptogenic human brain lesions";"10.1101/2022.03.14.22271705";"10.1101/2022.03.14.22271705";"Department of Molecular Medicine, Cleveland Clinic Lerner College of Medicine, Case Western Reserve University, US; Charles Shor Epilepsy Center, Neurological Institute, Cleveland Clinic, Cleveland, US; Genomic Medicine Institute, Lerner Research Institute, Cleveland Clinic, Cleveland, OH 44195, US; Stanley Center for Psychiatric Research, Broad Institute of Harvard and M.I.T, Cambridge, MA 0212, US; Department of Clinical and Experimental Epilepsy, Institute of Neurology, University College London, Queen Square, London WC1N 3BG, UK; Charles Shor Epilepsy Center, Neurological Institute, Cleveland Clinic, Cleveland, US; Cologne Center for Genomics (CCG), University of Cologne, Faculty of Medicine and University Hospital Cologne, 50931 Cologne, Germany; Charles Shor Epilepsy Center, Neurological Institute, Cleveland Clinic, Cleveland, US; Department of Neuropathology, University Hospital Erlangen, Erlangen, Germany, and partner of the European Reference Network (ERN) EpiCARE; Department of Neuropathology, University Hospital Erlangen, Erlangen, Germany, and partner of the European Reference Network (ERN) EpiCARE; Department of Neuropathology, University Hospital Erlangen, Erlangen, Germany, and partner of the European Reference Network (ERN) EpiCARE; Genomic Medicine Institute, Lerner Research Institute, Cleveland Clinic, Cleveland, OH 44195, US; Charles Shor Epilepsy Center, Neurological Institute, Cleveland Clinic, Cleveland, US; Universidad del Desarrollo, Centro de Genética y Genómica, Facultad de Medicina Clínica Alemana. Santiago 761065, Chile; Epilepsy Center, University Hospital Erlangen, Erlangen, Germany, and EpiCARE partner; Department of Neurosurgery, University Hospital Erlangen, Erlangen, Germany, and EpiCARE partner; Department of Neurosurgery, Medical University Vienna, Vienna, Austria, and EpiCARE partner; Department of Epileptology (Krankenhaus Mara), Medical School, Bielefeld University, Bielefeld, Germany; Department of Neurosurgery - Epilepsy surgery, Evangelisches Klinikum Bethel, Universitätsklinikum OWL, Bielefeld University, Bielefeld, Germany; Center for Pediatric Neurology, Neurorehabilitation, and Epileptology, Schoen-Clinic, Vogtareuth, Germany; Research Institute “Rehabilitation, Transition, Palliation”, PMU Salzburg, Salzburg, Austria; Center for Pediatric Neurology, Neurorehabilitation, and Epileptology, Schoen-Clinic, Vogtareuth, Germany; Charles Shor Epilepsy Center, Neurological Institute, Cleveland Clinic, Cleveland, US; Stanley Center for Psychiatric Research, Broad Institute of Harvard and M.I.T, Cambridge, MA 0212, US; Cologne Center for Genomics (CCG), University of Cologne, Faculty of Medicine and University Hospital Cologne, 50931 Cologne, Germany; Cologne Center for Genomics (CCG), University of Cologne, Faculty of Medicine and University Hospital Cologne, 50931 Cologne, Germany; Max Delbrück Center for Molecular Medicine in the Helmholtz Association (MDC), Berlin, Germany; Berlin Institute of Health at Charité – Universitätsmedizin Berlin, Core Facility Genomics, Charitéplatz 1, 10117 Berlin, Germany; Cologne Center for Genomics (CCG), University of Cologne, Faculty of Medicine and University Hospital Cologne, 50931 Cologne, Germany; Charles Shor Epilepsy Center, Neurological Institute, Cleveland Clinic, Cleveland, US; Genomic Medicine Institute, Lerner Research Institute, Cleveland Clinic, Cleveland, OH 44195, US; Charles Shor Epilepsy Center, Neurological Institute, Cleveland Clinic, Cleveland, US; Center for Molecular Medicine Cologne (CMMC), University of Cologne, Faculty of Medicine and University Hospital Cologne, 50931 Cologne, Germany; Charles Shor Epilepsy Center, Neurological Institute, Cleveland Clinic, Cleveland, US; Department of Neuropathology, University Hospital Erlangen, Erlangen, Germany, and partner of the European Reference Network (ERN) EpiCARE; Charles Shor Epilepsy Center, Neurological Institute, Cleveland Clinic, Cleveland, US; Genomic Medicine Institute, Lerner Research Institute, Cleveland Clinic, Cleveland, OH 44195, US; Cologne Center for Genomics (CCG), University of Cologne, Faculty of Medicine and University Hospital Cologne, 50931 Cologne, Germany; Stanley Center for Psychiatric Research, Broad Institute of Harvard and M.I.T, Cambridge, MA 0212, US; Charles Shor Epilepsy Center, Neurological Institute, Cleveland Clinic, Cleveland, US";"Cleveland Clinic; Cleveland Clinic; University Hospital Cologne; Cleveland Clinic; Universitätsklinikum Erlangen; Universitätsklinikum Erlangen; Universitätsklinikum Erlangen; Cleveland Clinic; Universidad del Desarrollo; Comprehensive Cancer Center Erlangen; Comprehensive Cancer Center Erlangen; Department of Neurosurgery, Medical University Vienna, Vienna, Austria, and EpiCARE partner; Bielefeld University; Evangelisches Krankenhaus Bielefeld; Schön Klinik Vogtareuth; Research Institute “Rehabilitation, Transition, Palliation”, PMU Salzburg, Salzburg, Austria; Cleveland Clinic; Broad Institute; University Hospital Cologne; Berlin Institute of Health at Charité - Universitätsmedizin Berlin; University Hospital Cologne; Cleveland Clinic; Cleveland Clinic; University Hospital Cologne; Cleveland Clinic; Cleveland Clinic; Cleveland Clinic";"2022";"medRxiv (Cold Spring Harbor Laboratory)"
"Follow-up of hen’s egg allergic children: investigation of factors that influence the reevaluation of tolerance development";"10.22541/au.164747177.78365758/v1";"10.22541/au.164747177.78365758/v1";"Charite Universitatsmedizin Berlin - Campus Virchow-Klinikum; Charite Universitatsmedizin Berlin - Campus Virchow-Klinikum; Charite Universitatsmedizin Berlin - Campus Virchow-Klinikum; Charite Universitatsmedizin Berlin - Campus Virchow-Klinikum; Charite Universitatsmedizin Berlin - Campus Virchow-Klinikum; Charite Universitatsmedizin Berlin - Campus Virchow-Klinikum; Charite Universitatsmedizin Berlin - Campus Virchow-Klinikum; Charite Universitatsmedizin Berlin - Campus Virchow-Klinikum";"Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin; Charité - Universitätsmedizin Berlin";"2022";"Authorea"
